way_id,highway,name,ref,lanes,maxspeed,oneway,bridge,tunnel,length_m
568664973,residential,까치골길,,,,,,,52.39
568664976,tertiary,부곡초등3길,,,,,,,31.59
568664979,residential,부곡중앙남6길,,,,,,,47.0
568664981,residential,부곡중앙남6길,,,,,,,147.36
568664983,residential,까치골1길,,,,,,,118.04
568664985,residential,까치골길,,,,,,,44.69
568664988,residential,부곡시장길,,,,,,,93.13
568664992,residential,부곡중앙남7길,,,,,,,200.59
570406039,service,,,,,,,yes,72.31
570406040,path,,,,,,,,803.64
570406041,track,,,,,,,,116.05
570406042,service,,,,,,,,146.76
570406044,path,,,,,,,yes,49.26
570406045,path,,,,,,,,34.51
570406046,service,,,,,,,,58.62
570406047,service,,,,,,,,46.81
570406048,service,,,,,,,,48.58
570406049,path,,,,,,,,375.81
570406050,path,,,,,,,,135.15
570406051,cycleway,,,,30,,,,438.49
570406053,track,,,,,,,,166.24
570406055,path,,,,,,,,325.7
570406056,path,,,,,,,,68.38
570406057,path,,,,,,,,175.19
570406058,path,,,,,,,,36.6
570406059,path,,,,,,,,292.85
570406060,path,,,,,,,,25.69
570406061,path,,,,,,,,657.34
570406064,service,,,,,,,yes,31.07
570406065,path,장고개 구름다리,,,,,yes,,66.96
570406066,path,,,,,,,,67.97
570406067,path,,,,,,,,1181.94
570406068,service,,,,,,,yes,43.86
570406069,service,,,,,,,,205.1
570418102,unclassified,,,,,,,yes,36.2
571384233,residential,,,,,,,,249.75
571384236,path,,,,,,,,635.34
572276559,footway,,,,,,,,47.04
572276566,residential,월암길,,,,,,yes,15.68
572276567,residential,월암길,,,,,,,17.02
572276568,service,,,,,,,,248.58
572276569,service,,,,,,,,56.12
572276570,service,,,,,,,,71.25
572276571,service,,,,,,,,98.09
572276572,service,,,,,,,,171.98
572276573,service,,,,,,,,454.69
572276574,service,,,,,,,,111.66
572276575,path,,,,,,,,19.89
572276576,path,,,,,,,,28.72
572618697,service,,,,,,,,118.28
577560670,residential,,,,,,,,46.8
578281962,residential,,,,,,,,85.14
580149833,tertiary,학현로,,,,,,,1141.23
580149834,path,,,,,,,,29.53
580149835,path,,,,,,,,74.14
580149836,path,,,,,,,,52.92
580149837,service,,,,,,,,113.23
580149839,motorway_link,,,,,,,,127.68
580149840,rest_area,청계졸음쉼터,100,,,,,,334.55
580149842,service,,,,,yes,,,199.75
580149843,motorway_link,,,,,yes,,,480.74
580149844,tertiary_link,,,,,yes,,,15.55
580149845,service,,,,,,,,222.5
580149847,service,,,,,,,yes,190.64
580149848,service,,,,,,,,25.19
580149851,service,,,,,,,,117.01
580149852,path,,,,,,,,485.54
580149853,service,,,,,,,,529.34
580162057,path,,,,,,,,506.02
580162058,path,,,,,,,,303.69
580162060,footway,,,,,,,,180.77
580162061,path,,,,,,,,459.11
580162063,path,,,,,,,,649.8
580162065,path,,,,,,,,861.96
580162067,path,,,,,,,,996.73
580162068,footway,,,,,,,,12.55
580162070,footway,,,,,,,,55.13
580162071,path,한남정맥,,,,,,,489.41
580162073,path,,,,,,,,75.35
580162075,unclassified,,,,,,,,19.79
580162076,unclassified,,,,,,,yes,55.23
580162078,unclassified,,,,,,,,522.39
580162079,cycleway,,,,,,,,829.08
580162082,path,,,,,,,,513.4
580162084,cycleway,,,,,,,,555.7
580162085,residential,,,,,,,,125.01
580162087,cycleway,,,,,,,,246.19
580162089,footway,,,,,,,,71.88
580162091,path,,,,,,,,178.94
580162094,services,의왕휴게소,,,,,,,413.63
580162098,services,의왕휴게소,,,,,,,260.98
580162100,footway,,,,,,,,92.64
580162101,footway,,,,,,yes,,138.68
580162103,steps,,,,,,,,15.06
580162104,steps,,,,,,,,33.9
580162106,footway,,,,,,,,85.28
580162107,footway,,,,,,,,329.87
580288722,residential,백운안길,,,,,,,595.19
580288723,residential,백운호수로1길,,,,,,,98.7
580288724,residential,백운중앙로4길,,,,,,,350.36
580288725,secondary,백운로,,,,,,,896.85
580288726,tertiary,백운호수로2길,,,,,,,136.22
580288727,tertiary,백운중앙로,,,,,,,312.31
580288728,tertiary,백운호수로,,,,,,,233.49
580288729,secondary,백운로,,,,yes,,,599.4
580617400,primary,안양판교로,57,,,yes,yes,,27.72
580617401,primary,안양판교로,57,,,yes,,,113.65
580617402,primary,안양판교로,57,4,,yes,,,94.2
580617403,primary,안양판교로,57,4,,yes,yes,,29.52
580617404,primary,안양판교로,57,,,yes,yes,,30.21
580617405,primary,안양판교로,57,,,yes,,,575.77
580617406,primary,안양판교로,57,4,,yes,,,570.01
580617407,primary,안양판교로,57,4,,yes,yes,,30.42
580617408,primary,안양판교로,57,4,,yes,yes,,38.06
580617409,primary,안양판교로,57,4,,yes,,,768.96
580617410,primary,안양판교로,57,4,,yes,yes,,39.59
580617411,primary,안양판교로,57,4,,yes,,,1017.45
580617412,primary,안양판교로,57,,,yes,yes,,34.98
580617413,primary,안양판교로,57,,,yes,,,766.41
580617414,primary,안양판교로,57,,,yes,yes,,55.59
580617415,primary,안양판교로,57,,,yes,,,483.56
581382170,tertiary,학현로,,,,,,,34.08
581382172,tertiary,학현로,,,,,yes,,22.01
582107246,cycleway,,,,,,,,116.96
582107253,service,,,,,,,,313.8
582107254,cycleway,,,,,,,,497.72
582107256,primary_link,,,,,yes,,,200.8
582107258,motorway_link,,,,,yes,,,139.67
582107259,footway,,,,,,,,17.37
582107260,motorway_link,,,,,yes,,,131.14
582107261,cycleway,,,,,,,,46.43
582107262,service,통미마을길,,,,,yes,,18.38
582107263,service,통미마을길,,,,,,,200.78
582107264,footway,,,,,,,,284.94
582107265,footway,,,,,,,,21.65
582107266,trunk_link,,,,,yes,yes,,17.62
582107267,trunk_link,,,,,yes,,,52.23
582107268,trunk_link,,,,,yes,yes,,16.63
582107269,trunk_link,,,,,yes,,,36.64
582107270,footway,,,,,,,,34.02
582107271,footway,,,,,,,,457.25
582107272,footway,,,,,,,,21.79
582107273,cycleway,,,,,,,,26.43
582107274,steps,,,,,,,,14.08
582107275,steps,,,,,,,,22.52
582107276,cycleway,안양천 자전거도로,,,,,,,1.68
582107277,cycleway,,,,,,,,26.44
582107278,steps,,,,,,,,28.46
582107279,steps,,,,,,,,27.11
582107280,primary,고천지하차도,1,,,yes,,covered,192.04
582107281,primary,고천지하차도,1,,,yes,,,202.57
582713233,secondary,백운로,,,,,,,345.6
582713234,secondary,,,,,,yes,,19.71
583396704,secondary,백운로,,,,,,,281.9
583396705,secondary,백운로,,,,,yes,,15.27
584352883,motorway,수원문산고속도로,17,2,100,yes,,,1724.04
585392815,tertiary_link,,,,,yes,,,6.26
585392816,tertiary,포일로,,2,,,,,14.03
585392819,primary,안양판교로,57,6,,no,,,47.27
585392820,primary,안양판교로,57,3,,yes,,,284.68
585392821,primary,안양판교로,57,3,,yes,,,285.32
585392822,primary,안양판교로,57,6,,no,,,33.1
585392823,primary,안양판교로,57,3,,yes,yes,,45.85
585392824,primary,안양판교로,57,3,,yes,,,18.63
585392825,primary,안양판교로,57,3,,yes,,,374.79
585392826,primary,안양판교로,57,3,,yes,,,387.92
585392827,primary,안양판교로,57,4,,yes,,,623.92
585392828,primary,안양판교로,57,4,,yes,,,620.87
588070041,footway,,,,,,,,20.11
588988713,service,,,,,,,,91.42
588988715,footway,습지데크,,,,,yes,,9.81
588988716,path,,,,,,,,44.41
588988717,footway,습지데크,,,,,yes,,9.53
588988718,footway,습지데크,,,,,yes,,20.72
588988719,footway,,,,,,,,5.67
588988720,footway,,,,,,,,2.66
588988721,footway,,,,,,,,6.32
588988722,footway,,,,,,,,3.56
588988723,footway,습지데크,,,,,yes,,116.5
588988725,footway,,,,,,,,24.38
588988726,footway,습지데크,,,,,yes,,11.99
588988727,footway,,,,,,,,13.47
588988728,footway,,,,,,,,116.7
588988730,footway,,,,,,,,9.1
588988731,footway,,,,,,,,8.47
589238141,residential,백운호수로3길,,,,,,,209.62
589385338,footway,,,,,,,,44.85
589385339,footway,,,,,,,,117.08
589385340,path,,,,,,,,23.83
589385341,path,,,,,,,,84.57
589385342,path,,,,,,,,143.13
589385343,path,,,,,,,,49.99
589385344,footway,,,,,,,,3.82
589385345,footway,,,,,,,,135.3
589385346,footway,,,,,,,,278.63
589385347,path,,,,,,,,143.79
589385348,footway,,,,,,,,13.24
589385349,path,,,,,,,,21.22
589958721,trunk_link,,,,,yes,,,57.57
589958722,trunk_link,,,,,yes,,,52.56
593212462,footway,,,,,,,,42.84
593212463,footway,,,,,,,,129.54
593212464,footway,,,,,,,,128.01
593212465,footway,,,,,,,,141.75
593212466,footway,,,,,,,,15.49
593212472,service,,,,,,,,51.4
598536142,unclassified,,,,,,,,31.89
598536143,unclassified,,,,,,,,158.28
598536144,service,,,,,,,,506.11
598536145,residential,,,,,yes,,,198.09
598536146,residential,오봉산단2로,,,,,,,211.96
598536149,unclassified,,,,,yes,,,65.72
598536150,unclassified,,,,,yes,,,40.55
600021538,cycleway,청계천 자전거길,,,,,,,1552.48
600021539,footway,,,,,,,,76.52
600751482,track,,,,,,,yes,59.75
600751485,residential,,,,,,,,1026.54
600777646,motorway_link,,,,,yes,yes,,437.11
600902193,service,,,,,,,,187.79
601034113,residential,,,,,,,,189.28
601034115,residential,,,,,,,,605.81
601034118,residential,,,,,,,,241.88
601034121,residential,,,,,,,,463.61
601034124,residential,,,,,,,,189.29
601034127,residential,,,,,,,,398.57
601034139,track,,,,,,,,249.83
601034142,residential,,,,,,,,512.18
601304672,cycleway,학의천자전거길,,,,,,,298.7
601304673,footway,,,,,,,,424.52
601304674,service,,,,,,,,148.14
603004210,service,,,,,,,,21.51
603004211,service,,,,,,,yes,28.93
603004212,service,,,,,,,,159.38
603004213,service,,,,,,,,308.9
603004214,service,,,,,,,,45.37
603004215,residential,,,,,,,,364.2
603299894,footway,,,,,,,,180.85
604093255,residential,백운안3길,,,,,,,108.0
604093257,residential,백운안2길,,,,,,,105.29
604093259,residential,백운안1길,,,,,,,223.36
604093261,residential,백운안4길,,,,,,,153.54
604093366,residential,백운중앙로7길,,,,,,,135.41
604093368,residential,백운중앙로6길,,,,,,,147.28
604093370,residential,백운중앙로5길,,,,,,,148.67
604093372,residential,백운호수로7길,,,,,,,166.92
604093375,residential,백운호수로6길,,,,,,,83.03
604093377,residential,백운호수로5길,,,,,,,154.02
604093379,residential,백운호수로4길,,,,,,,203.94
604093407,residential,장안남북로5길,,,,,,,73.09
604093409,service,,,,,,yes,,13.6
604093411,residential,장안로1길,,,,,,,141.24
604093413,residential,,,,,,yes,,16.4
604093415,unclassified,부곡사길,,,,,,,226.97
604093416,residential,부곡중앙남7길,,,,yes,,,130.13
604093418,residential,,,,,,yes,,22.22
604093420,pedestrian,,,,,,,,114.77
604093422,residential,장안남북로4길,,,,,,,74.91
604093424,residential,장안남북로3길,,,,,,,75.54
604093426,residential,장안남북로2길,,,,,,,76.2
604093428,residential,장안남북로1길,,,,,,,168.7
604093430,residential,장안남북로1길,,,,,,,76.84
606971869,service,,,,,,,,57.34
606971871,footway,,,,,,,,9.89
606971874,service,,,,,,,,16.61
606971877,service,,,,,,,,193.16
606971881,service,,,,,,,,122.16
606971883,service,,,,,,,,9.52
606991712,service,,,,,,,,139.18
606991713,service,,,,,,,,20.71
607123636,service,,,,,,,,41.96
607123646,service,,,,,,,,22.79
607123647,service,,,,,,,,62.76
607123655,service,,,,,,,,102.24
607123656,service,,,,,,,,27.9
607123658,service,,,,,,,,67.32
607123660,service,,,,,,,,112.43
607123661,service,,,,,,,,112.33
607123662,service,,,,,,,,229.84
607123663,service,,,,,,,,106.83
607123665,footway,,,,,,,,29.97
607123666,service,,,,,,,,49.98
607123667,service,,,,,,,,46.24
607123668,service,,,,,,,,576.17
607123669,service,,,,,,,,137.71
607130788,footway,,,,,,,,7.23
607130789,footway,,,,,,,,9.57
607130790,service,,,,,,,,137.32
607130791,footway,,,,,,,,19.81
607130792,footway,,,,,,,,13.01
607130793,footway,,,,,,,,64.81
607130794,footway,,,,,,,,92.11
607130795,footway,,,,,,,,12.12
607137802,unclassified,,,,,,,,154.22
607278462,secondary,백운로,,,,,,,107.21
607278463,secondary,백운로,,,,yes,,,601.25
610740204,service,,,,,,,,42.1
610740205,service,,,,,,,,131.57
610740206,service,,,,,,,,29.84
610740207,service,,,,,,,,73.3
610740208,service,,,,,,,,159.19
610740210,service,,,,,,,,135.21
610740213,service,,,,,,,,124.47
610740215,service,,,,,,,,74.82
610740217,service,,,,,,,,157.17
612260405,tertiary_link,,,,,yes,,,32.32
612260407,footway,,,,,,,,21.61
612260411,footway,,,,,,,,49.07
612260414,residential,부곡중앙남3길,,,,,,,57.47
612260417,footway,,,,,,,,24.44
615532258,service,,,,,,,,130.63
617308677,service,,,,,,,,151.1
617308679,service,,,,,,,,53.46
617308680,service,,,,,yes,,,61.5
617308681,service,,,,,,,,110.2
617308682,service,,,,,,,,19.13
622650842,service,,,,,,,,150.91
622650843,steps,,,,,,,,3.62
622650846,residential,,,,,yes,,,44.44
627320553,track,,,,,,,,284.08
627320555,track,,,,,,,,64.08
627320557,path,,,,,,,,205.49
627320560,path,,,,,,,,1414.78
627320567,residential,,,,,,,,137.12
628991316,service,,,,,,,,10.6
628991317,service,,,,,,,,10.33
628991318,service,,,,,,,,10.09
628991319,service,,,,,,,,9.79
628991320,service,,,,,,,,9.56
628991321,service,,,,,,,,9.39
628991322,service,,,,,,,,8.95
628991323,service,,,,,,,,8.33
628991324,service,,,,,,,,559.39
635189445,unclassified,,,,,,,,25.41
635189451,service,,,,,,,,241.69
635189454,unclassified,,,,,,,,95.42
635189455,footway,,,,,,,,152.35
664059147,footway,,,,,,,,71.45
664059148,footway,,,,,,,,28.96
664059149,footway,,,,,,,,33.05
665243442,footway,,,,,,,,60.1
665243443,service,,,,,,,,116.13
665243448,footway,,,,,,,,19.43
665243450,footway,,,,,,,,20.32
665243452,footway,,,,,,,,21.7
665452074,footway,,,,,,,,64.49
665452075,footway,,,,,,,,17.29
670162474,tertiary,백운호수로,,4,,,,,411.22
670162475,residential,바라산로,,,,,,,348.32
670162481,tertiary,장안중앙로,,3,,,,,7.78
670162482,tertiary,,,3,,,yes,,15.66
670162483,tertiary,,,3,,,yes,,30.46
670162484,tertiary,장안중앙로,,4,,,,,42.07
670162485,unclassified,,,2,,,yes,,16.64
670162486,unclassified,부곡사길,,2,,,,,9.66
670162487,footway,,,,,,,,25.76
670162488,footway,,,,,,,,14.07
670162489,footway,,,,,,,,13.19
670162490,footway,,,,,,,,19.93
670162491,residential,장안남북로5길,,,,,,,49.24
670162492,residential,,,,,,,,165.61
670358692,footway,,,,,,,,236.57
670358694,path,,,,30,,yes,,22.07
670358695,path,,,,30,,,,179.3
670358696,footway,,,,,,,,292.19
670358697,service,,,,,,,,63.41
670358698,service,,,,,,,,10.24
670358699,service,,,,,,,,22.15
670358700,residential,장안중앙로,,,,,,,291.3
670358701,residential,,,,,,,,9.82
670358703,residential,,,,,,,,17.33
670358704,residential,,,,,,,,8.9
670358705,pedestrian,,,,,,,,83.7
672205550,steps,,,,,,,,39.26
681766125,footway,,,,,,,,83.85
682100872,tertiary,철도박물관로,,,,yes,,,133.78
682100873,tertiary,오봉로,,,,,,,241.72
682100874,tertiary,시청로,,,,,,,271.5
682109115,path,,,,,,,,132.96
682186987,residential,호성로,,,,yes,yes,,25.13
682186988,residential,호성로,,,,yes,,,165.43
682197239,residential,오리나무4길,,,,,,,97.52
682416257,tertiary,복지로,,,,no,,,21.15
682416258,tertiary,계원대학로,,4,,yes,,,208.82
682416269,tertiary,갈미로,,,,,,,184.95
682416270,residential,갈미1로,,,,,,,426.51
682416271,tertiary,내손중앙로,,,,,,,157.16
682416272,tertiary,내손로,,,,,,,316.44
688275540,residential,,,,,,,,103.52
688275541,track,,,,,,,,193.85
688275542,residential,,,,,,,,136.19
688275543,track,,,,,,,,175.8
688275544,residential,,,,,,,,147.36
688275545,residential,,,,,,,,32.04
688576576,service,오솔길,,,,,,,119.69
688576577,tertiary,,,,,,yes,,27.94
688576578,tertiary,백운중앙로,,,,,,,92.61
688576579,tertiary,,,,,,yes,,31.63
688576580,tertiary,백운중앙로,,,,,,,439.56
688576581,tertiary,,,,,,yes,,22.23
688576582,tertiary,백운호수로,,,,,,,218.49
688576583,secondary,,,,,,yes,,21.28
688576584,secondary,의일로,,,,,,,88.73
688576585,tertiary,백운호수삼거리지하차도,,,,yes,,yes,93.67
688576586,tertiary,문화예술로,,,,yes,,,36.43
688576587,tertiary,문화예술로,,,,yes,,,84.48
688576588,tertiary,문화예술로,,,,yes,,,74.53
688576589,tertiary,문화예술로,,,,,,,11.13
688576590,residential,백운중앙로2길,,,,,,,182.34
688576591,tertiary,백운중앙로,,,,,,,52.71
688576592,residential,백운중앙로,,,,,,,191.72
688576593,tertiary,,,,,,yes,,37.54
688576594,tertiary,바라산로,,,,,,,141.23
688576595,tertiary,바라산로,,,,,,,214.48
688576596,tertiary,바라산로,,,,,,,124.14
688576597,tertiary,백운호수로,,,,,,,165.76
688576600,secondary,백운로,,,,,,,91.06
688576601,secondary,,,8,,,yes,,43.39
688576602,secondary,의일로,,,,,,,249.97
696548842,footway,,,,,,,,1097.29
696845969,path,,,,,,,,1067.58
696845970,path,,,,,,,,810.32
696845971,path,,,,,,,,1005.91
696845972,path,,,,,,,,216.86
696845973,path,,,,,,,,364.64
696845974,path,,,,,,,,408.04
696845975,path,,,,,,,,797.55
696845976,path,,,,,,,,2306.62
696845977,path,,,,,,,,966.67
696845980,path,,,,,,,,504.4
696845983,path,,,,,,,,1323.19
696845994,path,,,,,,,,3850.87
696857998,path,,,,,,,,1032.66
697352807,service,,,,,,,,179.95
697352838,service,,,,,,,,135.08
697352839,tertiary,가나무로,,,,no,,,168.03
697352840,tertiary,가나무로,,,,no,,,25.0
708418776,service,,,2,30,,,,184.76
708418777,service,,,2,30,,,,154.27
708418778,service,,,2,30,,,,231.97
721766125,residential,,,,,,yes,,26.84
721766126,residential,부곡중학북로,,,,,,,72.26
721766127,residential,오봉산단1로,,,,yes,,,276.4
721766128,residential,오봉산단3로,,,,yes,,,293.04
727657930,secondary,학의터널,,2,,yes,,yes,364.63
727657931,secondary,의일로,,,,,,,239.05
727657934,cycleway,학의천자전거길,,,,,,,585.76
727657935,cycleway,학의천자전거길,,,,,yes,,67.74
744533358,service,,,,,,,,101.97
744533359,service,,,,,,,yes,62.79
744533360,service,,,,,,,,91.87
744533361,service,,,,,,,,68.8
744533362,service,,,,,,,,382.43
744533363,service,,,,,,,,52.69
744533364,service,,,,,,,,156.37
761463264,secondary,,,,,,yes,,33.16
761463265,secondary,의일로,,2,,yes,,,80.11
772360138,corridor,,,,,,yes,,33.88
772360139,corridor,,,,,,,,10.13
777257872,primary,경수대로,1,,,yes,,,226.22
777257873,primary,경수대로,1,,,yes,,,85.83
777257874,primary,경수대로,1,,,yes,,,221.81
777257875,primary,경수대로,1,,,yes,,,246.1
797006602,residential,부곡중학길,,,,,,,173.59
797006603,residential,부곡중학길,,,,,,,60.0
797006604,residential,부곡중학길,,,,,,,77.57
797006605,unclassified,,,,,,,,84.78
797006606,service,,,,,,,,11.09
797006607,residential,부곡복지관길,,,,,,,80.7
797006608,residential,부곡중앙북1길,,,,,,,58.15
797006609,residential,부곡중앙북1길,,,,,,,74.79
797006610,residential,부곡중앙북3길,,,,,,,15.61
797006611,residential,까치골1길,,,,,,,56.36
797553455,service,,,,,,,,91.54
797564957,service,,,,,,,,97.7
797564967,service,,,2,30,,,,106.32
797564983,service,,,,,,,,154.63
797564992,service,,,,,,,,70.24
799328268,path,,,,,,,,686.23
799374957,path,,,,,,,,2831.43
799471922,residential,장안남북로,,,,,,,144.4
799471923,tertiary,장안로,,2,,,,,107.46
799471924,tertiary,,,1,,,,,32.6
799769574,path,한남정맥,,,,,,,978.09
800991424,trunk,봉담과천로,,,,yes,,,163.51
800993205,motorway_link,,,,,yes,,,228.38
803541554,footway,,,,,,,,10.71
803541555,service,,,,,yes,,,51.48
803541556,service,,,,,,,,32.64
803541570,residential,,,,,,,,66.45
804285824,residential,,,,,,,,147.07
804285825,residential,오봉산단3로,,,,,,,184.28
804285828,service,,,,,,,,46.86
804285829,residential,징계골길,,,,,,,46.51
804285830,residential,징계골길,,,,,yes,,23.41
804285837,residential,오봉산단3로,,,,,,,103.66
804285838,residential,,,,,,,,60.42
804285839,residential,오봉산단1로,,,,yes,,,277.2
804285840,residential,오봉산단1로,,,,,,,11.26
808171401,residential,,,,,yes,,,230.83
808596248,service,,,,,,,,18.96
808596249,unclassified,,,,,,,,32.37
808596250,unclassified,,,,,,yes,,26.66
808596263,path,,,,,,,,328.67
808596264,path,,,,,,,,291.98
808596265,path,,,,,,,,1548.02
810690670,residential,백운안길,,,,,yes,,16.04
810690671,residential,백운안길,,,,,,,456.01
810690673,residential,백운중앙로,,,,,,,266.02
810690674,residential,,,,,,yes,,24.21
810690675,residential,백운중앙로4길,,,,,,,146.86
810690676,residential,,,,,,yes,,33.12
810690679,residential,백운중앙로7길,,,,,,,10.6
810690680,residential,,,,,,yes,,28.95
810690681,tertiary,,,,,,yes,,24.65
810690682,tertiary,백운호수로,,,,,,,23.55
810690683,tertiary,백운중앙로,,,,,,,15.51
810690684,tertiary,,,,,,yes,,25.16
814355251,path,,,,,,,,671.62
814355252,residential,골사그내길,,,,,,,204.37
814355253,footway,,,,,,,,43.66
814355254,path,,,,,,,,371.31
814355255,service,대안사길,,,,,,,133.09
814355256,service,대안사길,,,,,,,712.46
814355257,service,통미마을길,,,,,,,128.18
814355258,residential,솔고개길,,,,,,,27.69
814355259,service,솔고개길,,,,,,,201.11
814355260,footway,,,,,,,,33.02
814355261,pedestrian,,,,,,,,1059.86
814355262,pedestrian,,,,,,,,48.47
814355263,tertiary,왕곡로,,,,,,,1694.42
814355264,tertiary,왕곡로,,,,,,,51.21
814355265,residential,홍치골길,,,,,,,81.25
814355266,residential,홍치골길,,,,,,,370.76
815171685,secondary,백운로,,2,30,,,,177.97
815171686,secondary,백운로,,,,,,,602.8
815171687,track,,,,,,,,11.13
815171688,track,,,,,,,,106.82
815171690,residential,사나골길,,,,,,,197.69
815171691,residential,사나골길,,,,,,,143.75
815171692,residential,오매기중간길,,,,,,,420.15
815171693,path,,,,,,,,432.13
815171694,path,,,,,,,,2876.04
815171695,path,,,,,,,,295.82
815171696,path,,,,,,,,147.52
815177612,path,,,,,,,,517.56
815177613,track,,,,,,,,179.36
815177614,track,,,,,,,,289.13
815177615,track,,,,,,yes,,9.74
815177616,residential,능안길,,,,,,,512.81
815177617,residential,능안길,,,,,,,497.15
815177618,service,,,,,,,,401.24
815177619,path,,,,,,,,360.53
815177620,tertiary,문화예술로,,,,,,,91.15
815177621,secondary,백운로,,,,,,,386.53
815177622,secondary,백운로,,,,,,,95.66
815177623,footway,,,,,,,,21.46
815177624,footway,백운호수둘레길,,,,,yes,,310.2
815177625,steps,,,,,,,,81.29
815177626,footway,,,,,,,,15.36
815177627,footway,,,,,,yes,,14.38
815177628,footway,,,,,,,,48.9
815177629,footway,,,,,,yes,,26.09
815177630,cycleway,학의천자전거길,,,,,,,253.3
815177631,cycleway,학의천자전거길,,,,,yes,,13.96
815177632,cycleway,학의천자전거길,,,,,,,203.08
815177633,cycleway,학의천자전거길,,,,,,,217.52
815177634,footway,,,,,,,,10.73
815177635,footway,,,,,,,,1004.55
815177636,footway,,,,,,yes,,21.41
815552306,service,골사그내길,,,,,,,54.01
815630769,residential,평의길,,,,,,,124.93
820792218,steps,,,,,,,,19.19
820792222,track,,,,,,,,92.08
820792224,residential,도룡마을길,,,,,yes,,8.38
823396394,pedestrian,,,,,,,,77.29
823396396,pedestrian,,,,,,,,4.36
823396397,footway,,,,,,,,5.27
823396398,footway,,,,,,yes,,26.02
823703537,service,,,,,,,,105.74
823703539,residential,,,,,yes,,,60.75
826470561,residential,,,,,,,,131.69
826470563,residential,광진말로,,,,,,,300.93
826470564,residential,광진말로,,,,,,,375.38
826470566,residential,,,,,,,,89.35
826470567,residential,광진말1로,,,,,,,249.85
828789243,unclassified,,,,,,,,16.72
833812837,footway,,,,,,,,3.76
833812838,footway,,,,,,yes,,20.91
833812842,unclassified,,,,,,yes,,11.62
834154163,track,,,,,,,,340.31
834160192,residential,광진말안길,,,,,,,41.92
834160193,residential,광진말안길,,,,,,,67.76
834160194,residential,광진말안1길,,,,,,,67.13
834160195,residential,광진말안길,,,,,,,78.41
834160196,residential,광진말안길,,,,,,,177.58
834160197,residential,광진말안2길,,,,,,,78.41
834160198,residential,광진말안3길,,,,,,,110.84
834160199,residential,광진말1로,,,,,,,421.74
834160200,residential,,,,,,,,190.93
834160201,residential,,,,,,,,124.96
834169729,footway,,,,,,,,406.84
834462553,residential,새터말윗길,,,,,,,418.67
834550813,construction,,,,,,,,46.74
835252919,footway,,,,,,yes,,2.61
835410665,corridor,,,,,,,,5.83
835410666,corridor,,,,,,yes,,1.58
839202306,cycleway,안양천 자전거도로,,,,,yes,,18.96
839285934,footway,,,,,,,,38.13
839285938,service,,,,,,,,61.39
839286568,service,,,,,,,,73.62
839286569,service,,,,,,,,5.69
839286570,service,,,,,,,,8.86
839819107,footway,,,,,,,,82.98
839819108,pedestrian,,,,,,,,56.27
839819110,footway,,,,,,,,44.71
839819111,footway,,,,,,,,51.96
839819112,pedestrian,,,,,,,,48.55
839819115,pedestrian,,,,,,,,14.47
843383549,residential,문화공원로,,,,,,,252.3
856820607,cycleway,학의천자전거길,,,,,,,119.87
861232278,steps,,,,,,yes,,13.94
861232279,footway,,,,,,yes,,7.19
861232280,steps,,,,,,yes,,12.15
867211544,footway,,,,,,,,20.79
867211547,footway,,,,,,,,47.58
867211565,footway,,,,,,,,47.05
867211566,footway,,,,,,,,38.66
867211567,service,,,,,yes,,,95.08
867211568,service,,,,,yes,,,85.15
867211571,residential,,,,,,,,71.82
867211572,residential,행복마을3로,,,,,,,47.83
867211573,residential,행복마을3로,,,,,yes,,27.84
867211574,residential,행복마을3로,,,,,,,91.71
867211575,residential,행복마을3로,,,,,,,166.62
867956903,unclassified,,,,,,,,68.62
867956904,unclassified,,,,,,yes,,17.23
867956905,footway,,,,,,,,69.58
867956906,footway,,,,,,,,192.12
867956907,footway,,,,,,,,120.54
867956908,footway,,,,,,,,3.61
868307124,cycleway,,,,,,,,18.67
877830124,path,,,,,,,,2751.23
882167790,service,,,,,,,,47.66
885485262,unclassified,,,,,,,,194.42
885485263,footway,,,,,,,,46.03
885485264,footway,,,,,,,,73.0
885485265,footway,,,,,,,,104.86
885485266,footway,,,,,,,,51.17
885485267,footway,,,,,,,,60.87
885485270,footway,,,,,,,,491.75
885485271,footway,,,,,,,,6.63
885485272,footway,,,,,,,,506.11
885485273,footway,,,,,,,,52.41
885485276,track,,,,,,,,399.65
885485277,construction,,,,,,,,95.72
885485278,unclassified,월암새터마을길,,,,,,,71.35
885485279,unclassified,월암새터마을길,,,,,,,146.12
885808221,service,,,,,,,,19.67
885808222,residential,행복마을4길,,,,,yes,,18.42
885808223,steps,,,,,,,,24.8
885808224,footway,,,,,,,,188.73
885808225,service,,,,,,,,377.53
885808226,residential,행복마을4길,,,,,,,185.53
885808227,residential,행복마을로,,,,,,,157.88
906048525,unclassified,,,,,,,,470.44
906048526,service,,,,,,,,321.78
906048527,tertiary,청계로,,,,,,,672.17
909818582,service,,,,,yes,,,93.57
909818583,residential,오봉산단3로,,,,,,,77.42
909818584,residential,,,,,,yes,,26.06
909818587,service,,,,,,,,50.64
909818588,tertiary,초평로,,2,,,,,399.39
909818589,residential,윗새우대길,,,,,,,120.42
909818590,residential,윗새우대길,,,,,,,716.96
909818593,tertiary,왕송못동로,,,,,,,252.55
909818594,tertiary,철도박물관로,,,,no,,,7.49
909818595,tertiary,장안로,,2,,,,,277.47
