way_id,highway,name,ref,lanes,maxspeed,oneway,bridge,tunnel,length_m
452597718,tertiary,부곡중앙로,,4,,,,,28.8
452597719,residential,월암길,,,,,,,932.52
452597720,tertiary,왕소나무길,,,,,,,206.62
452600813,residential,큰벌고개길,,,,,,,272.14
452600814,residential,월암새터마을길,,,,,,,43.08
452600815,unclassified,,,,,,,,532.22
452600817,residential,부곡공원길,,,,,,,204.3
452600818,residential,부곡중앙남5길,,,,,,,240.81
452600819,service,,,,,,,,126.86
452606474,tertiary_link,,,,,yes,,,91.85
452646573,tertiary,초평로,,,,,,,544.41
452646577,residential,,,,,,,,430.09
452646579,residential,윗새우대길,,,,,,,1103.15
452646584,residential,윗새우대북길,,,,,,,389.25
452646586,residential,송마루길,,,,,,,269.94
452646588,residential,천왕골길,,,,,,,412.8
452646591,residential,,,,,,,,133.34
452646593,residential,,,,,,,,131.46
452646595,residential,중간새우대길,,,,,,,370.27
452646597,residential,,,,,,,,238.55
452646599,residential,아랫새우대길,,,,,,,774.14
452646632,residential,잿말길,,,,,,,600.25
452646636,residential,,,,,,,yes,26.8
452646638,residential,,,,,,,,38.98
452646640,residential,,,,,,,yes,42.72
452646658,residential,,,,,,,,5.67
452646660,service,,,,,,,,117.54
452646665,tertiary,왕송못동로,,,,,,,719.48
452646668,tertiary,왕송못동로,,,,,,,117.17
452646673,pedestrian,왕송못동로,,,,,,,609.16
452646676,residential,왕송못동로,,,,,,,440.9
452646679,footway,,,,,,,,49.09
452646681,footway,,,,,,,,35.43
452646683,residential,골잿말길,,,,,,,214.02
452646685,unclassified,,,,,,,,146.21
452646687,footway,,,,,,,,189.35
452646689,service,,,,,yes,,,38.68
452646694,residential,솔밭길,,,,,,,114.18
452646696,residential,,,,,,,,116.05
452646698,residential,부곡복지관길,,,,,,,200.5
453505488,service,,,,,,,,358.31
453505504,residential,,,,,,,,173.23
453505505,residential,,,,,,,,110.29
453505506,residential,,,,,,,,87.81
458013296,tertiary,철도박물관로,,,,no,,,187.02
458819066,unclassified,,,,,,,,132.99
458823666,tertiary,왕송못동로,,,,,yes,,74.17
458823667,tertiary,왕송못동로,,,,,,,94.6
460120819,residential,괴말길,,,,,,yes,131.42
460120821,motorway_link,,,,,yes,,,631.86
460120823,footway,,,,,,,,72.62
460120824,footway,,,,,,,,78.23
460120825,footway,,,,,,,,39.35
461776049,residential,부곡시장길,,,,yes,,,210.07
461776051,residential,부곡시장길,,,,,,,200.43
462907008,tertiary,철도박물관로,,2,,yes,,,46.39
462907009,service,솔밭1길,,,,,,,143.77
462907010,service,솔밭길,,,,,,,61.37
462907011,service,부곡초등3길,,,,,,,88.02
468211804,motorway_link,,,,,yes,,,805.28
468211809,motorway_link,,,,,yes,,,918.53
468222366,residential,,,,,,,,73.13
469290888,service,,,,,,,,90.03
469290891,service,,,,,,,,58.77
469290893,service,,,,,,,,58.88
469290895,service,,,,,,,,66.41
469290897,service,,,,,,,,79.86
469290899,service,,,,,,,,79.87
469290902,service,,,,,,,,42.41
469290904,service,,,,,,,,154.35
469290906,service,,,,,,,,143.85
469290908,service,,,,,,,,105.62
469290910,service,,,,,,,,82.94
469290912,service,,,,,,,,71.52
470203417,tertiary,왕송못동로,,,,yes,,,45.36
470203418,tertiary,왕송못동로,,,,,,,328.67
470203419,tertiary,왕송못동로,,,,yes,,,40.97
470203420,tertiary,,,,,yes,yes,,447.68
470203421,tertiary,왕송못동로,,,,yes,,,68.92
470203422,tertiary,,,,,yes,yes,,357.42
470203423,unclassified,,,,,yes,,,297.12
470441216,service,부곡초등2길,,,,,,,50.8
470450185,service,,,,,,,,138.33
470848084,residential,장승길,,,,,,,94.64
471463973,residential,,,,,,,,271.91
471465340,footway,,,,,,,,265.17
471692507,steps,,,,,,yes,,15.07
471692508,footway,,,,,,yes,,261.87
471692509,footway,,,,,,yes,,20.16
471692510,steps,,,,,,yes,,36.33
471692512,pedestrian,,,,,,yes,,26.83
471692513,pedestrian,,,,,,,,19.94
471692519,steps,,,,,,yes,,23.42
471692523,residential,부곡초등3길,,,,,,,53.33
471693675,service,부곡시장1길,,,,,,,112.56
472039932,residential,부곡시장5길,,,,,,,100.92
472039933,tertiary,왕송못동로,,,,,,,28.52
472039934,tertiary,덕영대로,,,,yes,,,436.25
472039935,tertiary,덕영대로,,,,yes,,,787.42
472039936,tertiary,덕영대로,,,,yes,,,350.88
472039938,tertiary,오봉로,,,,,,,53.27
472039940,tertiary,사천로,,,,,,,247.66
472039942,tertiary,오전천로,Ojeoncheon-ro,,,,,,293.19
472039946,tertiary,고산로,,,,no,,,154.67
472039947,primary,경수대로,1,,,yes,,,390.79
472039949,tertiary,원골로,,,,,,,338.33
472039952,tertiary,의왕군포로,Uiwanggunpo-ro,,,,,,39.17
472039956,residential,고래들길,,,,,,,595.12
472039961,primary,흥안대로,47,,,yes,,,386.42
472039963,tertiary,,,,,,,,14.77
472039965,tertiary,계원대학로,,2,50,yes,,,365.49
472039967,primary,흥안대로,47,,,yes,,,402.99
472039970,primary,평촌지하도로,47,,,yes,,,306.2
472039977,tertiary,학의로,,4,,,,,846.96
472043937,residential,부곡초등3길,,,,,,,144.86
472043938,residential,부곡중앙남1길,,2,30,,,,308.99
472044777,tertiary,,,,,yes,,,783.76
472073232,primary,경수대로,1,,,yes,,,179.62
472786842,residential,,,,,,,,62.17
472786843,residential,,,,,,,,65.36
472786844,residential,,,,,,,,65.03
473991415,tertiary,이당로,,4,50,no,,,673.22
474083406,tertiary,번영로28번길,,,,,,,18.2
474083407,tertiary,송부로,,,,,,,20.84
474155661,service,,,,,,,,236.28
474155662,service,,,,,,,,64.7
474155663,footway,,,,,,,,72.52
474155664,footway,,,,,,,,40.08
474155667,tertiary,,,,,,yes,,27.39
474155669,service,,,,,,,,97.94
474155670,service,,,,,yes,,,70.15
474155671,service,,,,,yes,,,30.6
474155672,service,,,,,yes,,,29.11
474155673,trunk_link,,,,,yes,,,140.51
474155674,trunk_link,,,,,yes,yes,,41.42
474155675,trunk_link,,,,,yes,,,55.98
474155676,trunk_link,,,,,yes,yes,,129.32
474155677,trunk_link,,,,,yes,,,240.74
474155678,primary_link,,,,,yes,,,78.67
474155679,primary_link,,,,,yes,,,45.59
474882669,motorway,영동고속도로,50,3,80,yes,,,1460.1
475582905,service,,,,,yes,,,291.87
475582906,service,,,,,yes,,,200.83
475582907,trunk_link,,,,,yes,,,610.52
475582908,trunk_link,,,,,yes,,,216.02
475583354,residential,묵배미길,,,,,,,341.42
475583355,residential,묵배미길,,,,,,yes,42.71
475583356,residential,묵배미길,,,,,,,72.96
475583357,residential,홍치골길,,,,,,,239.66
475583358,residential,왕림길,,,,,,,686.83
475583359,residential,홍치골길,,,,,,,166.35
476254466,tertiary,새터말아랫로,,,,,,,395.88
476254469,residential,새터말아랫로,,,,,,,56.69
476254470,residential,새터말아랫로,,,,,,,56.65
476254471,residential,새터말아랫로,,,,,,,56.58
476254472,residential,새터말아랫로,,,,,,,56.53
476254473,residential,새터말아랫로,,,,,,,56.48
476254474,residential,새터말아랫로,,,,,,,56.42
476254475,residential,새터말아랫로,,,,,,,56.37
476254476,residential,새터말아랫로,,,,,,,56.38
476254477,residential,금천말길,,,,,,,403.51
476254478,residential,금천말안길,,,,,,,297.89
476254479,residential,,,,,,,,41.45
476254480,residential,,,,,,,,173.92
476254481,residential,,,,,,,,49.05
476254482,residential,,,,,,,,47.52
476254483,residential,,,,,,yes,,26.53
477488056,primary,고천지하차도,1,,,yes,,yes,156.02
477488057,primary,고천지하차도,1,,,yes,,covered,189.4
478543890,trunk_link,,,,,yes,,,104.91
479841094,service,,,,,yes,,,33.18
479841095,unclassified,,,,,yes,,,43.45
479841097,tertiary_link,,,,,yes,,,62.49
479841098,residential,창말윗길,,,,,,,230.06
479841099,service,,,,,,,,105.17
479841100,service,,,,,,,,99.5
479841101,tertiary,,,,,,,,137.16
479841102,service,왕송못동로,,,,,,,54.42
479841103,service,왕송못동로,,,,yes,,,220.25
479841104,service,왕송못동로,,,,,,yes,59.54
480660663,footway,,,,,,,,428.97
480981879,service,맑은내길,,,,,,,387.41
480981880,residential,한밭들길,,,,,,,333.57
480981884,service,한밭들1길,,,,,,,243.81
480981885,service,한밭들2길,,,,,,,188.7
480981886,residential,새말길,,,,,,,393.57
480981887,residential,새말길,,,,,,,301.3
480981888,residential,새말길,,,,,,yes,31.62
480981889,service,월암새터마을길,,,,,,,223.38
480981890,residential,괴말길,,,,,,,330.48
480981891,residential,괴말길,,,,,,,171.4
480981892,service,,,,,,,,167.33
480981893,residential,징계골길,,,,,,,6.46
480981894,residential,,,,,,,,50.46
480981895,residential,,,,,,,yes,39.33
480981896,service,,,,,yes,,,170.1
480981904,path,한남정맥,,,,,,,979.35
480981905,unclassified,,,,,,,,312.2
480981906,service,고고리길,,,,,,,1486.09
480981907,residential,골사그내길,,,,,,,43.7
480981908,living_street,골사그내길,,,,,,,208.02
480981909,steps,,,,,,,,58.63
480981910,steps,,,,,,,,18.08
480981911,footway,,,,,,yes,,52.09
480981912,steps,,,,,,,,14.7
480981913,path,,,,,,,,63.38
480983886,residential,솔고개길,,,,,yes,,25.38
480983888,residential,솔고개길,,,,,,,593.85
480983889,service,대안사길,,,,,,,14.74
480983890,service,통미마을길,,,,,,,200.24
480983891,service,통미마을길,,,,,,,119.58
480983892,residential,향촌길,,,,,,,224.55
480983893,residential,향촌길,,,,,yes,,25.05
480983894,residential,향촌길,,,,,,,132.16
480983895,service,향촌길,,,,,,,103.59
480983896,residential,왕림길,,,,,yes,,16.34
480983897,residential,왕림길,,,,,,,211.0
480983898,pedestrian,,,,,,,,20.5
481150330,service,,,,,,,,121.7
481150331,service,부곡시장길,,,,,,,35.29
481150333,steps,,,,,,,,7.2
481150334,service,,,,,,,,15.67
481150552,residential,부곡중앙남3길,,,,,,,175.39
481221704,service,,,,,,,,24.09
481335964,residential,,,,,,,,187.56
481335967,service,부곡시장길,,,,,,,51.89
481335968,service,,,,,,,,46.72
481335969,footway,,,,,,,,26.96
481335970,service,부곡시장길,,,,,,,79.51
481335971,residential,부곡시장3길,,,,,,,55.38
481335972,service,부곡중앙남6길,,,,,,,49.54
481335973,service,부곡중학길,,,,,,,56.7
481335974,service,부곡초등2길,,,,,,,35.81
481335975,residential,솔밭길,,,,,,,31.59
481335976,service,솔밭길,,,,,,,31.01
481335977,service,솔밭길,,,,,,,32.28
481335978,service,부곡초등3길,,,,,,,47.81
482027872,service,부곡초등길,,,,,,,109.83
482027873,footway,,,,,,,,28.64
482028423,service,철도박물관로,,,,,,,43.21
482028425,service,부곡중학길,,,,,,,19.59
482028426,service,,,,,,,,24.7
482028427,residential,,,,,,,,116.73
486149680,unclassified,가나무로,,,,,,,663.41
486337160,footway,,,,,,,,70.05
488390567,primary,경수대로,1,,,yes,,,435.74
488390569,primary,경수대로,1,,,yes,,,140.17
488390570,primary,경수대로,1,,,yes,,,452.73
488390571,tertiary,,,,,,,,20.9
488390572,primary,경수대로,1,,,yes,,,722.55
488390573,primary,경수대로,1,,,yes,,,135.35
488390574,primary,경수대로,1,,,yes,,,106.46
488390575,primary,경수대로,1,,,yes,,,358.72
488390576,primary,경수대로,1,,,yes,,,360.18
488390577,primary,경수대로,1,,,yes,,,293.65
488390578,primary,경수대로,1,,,yes,,,323.54
488390582,tertiary,오봉로,,,,,,,30.53
488482047,unclassified,입북로77번길,,,,,,,763.12
488597556,footway,,,,,,yes,,20.67
488597558,footway,,,,,,,,693.16
488597561,footway,,,,,,yes,,157.77
488597563,footway,,,,,,,,184.68
488597565,footway,,,,,,,,35.19
488597567,footway,,,,,,,,268.47
488597569,footway,,,,,,,,436.83
488597571,footway,,,,,,yes,,45.1
488597572,footway,,,,,,yes,,22.11
488597573,footway,,,,,,,,376.57
488597575,tertiary,초평로,,,,,,,202.98
488597576,tertiary,,,,,,yes,,25.38
488597578,tertiary,,,,,,yes,,25.41
488597580,path,,,,,,,,47.36
488597581,path,,,,,,,,26.79
488597582,path,,,,,,,,44.23
488597583,path,,,,,,,,57.13
488597589,path,,,,,,,,31.45
488598442,tertiary,,,,,,yes,,20.91
488599668,footway,,,,,,,,436.97
488599670,footway,,,,,,yes,,55.13
488599671,footway,,,,,,,,46.32
488599672,footway,,,,,,yes,,131.38
488599673,footway,,,,,,,,18.87
488599674,footway,,,,,,,,187.9
488599675,footway,,,,,,yes,,68.78
488599676,footway,,,,,,,,89.28
488599678,footway,,,,,,yes,,179.79
488599679,footway,,,,,,,,39.03
488599680,footway,,,,,,yes,,336.6
488599681,footway,,,,,,,,23.69
488599682,service,,,,,,,,226.3
488599683,tertiary,왕송못동로,,,,,yes,,21.69
488599684,tertiary,왕송못동로,,2,,,,,366.42
488599685,footway,,,,,,,,288.94
488603165,service,,,,,,,,435.76
488603166,unclassified,,,,,yes,,,33.45
488603167,unclassified,,,,,yes,,,303.57
488603168,unclassified,,,,,yes,,,22.88
488638382,residential,까치골길,,,,,,,119.02
488644207,tertiary,,,,,,,,20.29
488644209,tertiary,오봉로,,,,yes,,,286.56
488657763,unclassified,,,,,,,,5.85
488657764,unclassified,산들자전거1길,,,,,,,385.31
488669075,tertiary,복합물류로,,,,,,,43.97
488669076,tertiary,복합물류지하차도,,,,,,yes,752.01
488779082,tertiary,철도박물관로,,,,yes,,,192.85
488779083,tertiary,오봉로,,,,yes,,,290.56
488779084,tertiary,철도박물관로,,,,,,,190.4
488779086,tertiary,철도박물관로,,,,yes,,,130.9
489526333,residential,별묘길,,,,,,,88.65
489526334,service,별묘길,,,,,,,398.78
489526335,unclassified,,,,,,,,510.4
489526336,residential,,,,,,,,346.72
489526337,primary,경수대로,1,,70,yes,,,479.43
489526338,primary,경수대로,1,,70,yes,,,531.2
489526339,service,골사그내길,,,,,,,281.85
489526340,residential,사나골길,,1,,,,,52.92
489526341,service,,,,,,,,117.95
489526342,service,,,,,,,,82.55
489526343,residential,오매기가운데말길,,,,,,,287.55
489526344,residential,오매기중간길,,,,,,,30.99
489526345,service,,,,,,,,272.7
489526348,unclassified,,,,,,,,330.61
489526350,residential,오매기백운산길,,,,,,,1024.81
489526354,residential,오매기백운산길,,,,,,,785.35
489526356,trunk,봉담과천로,,,,yes,,yes,372.46
489526359,trunk,봉담과천로,,,,yes,,,425.3
489526361,trunk,봉담과천로,,,,yes,,,130.48
489526363,trunk,봉담과천로,,,,yes,yes,,16.2
489526366,trunk,봉담과천로,,,,yes,,,378.97
489526367,trunk,봉담과천로,,,,yes,,yes,476.02
489526368,trunk,봉담과천로,,,,yes,,,320.03
489526369,trunk,봉담과천로,,,,yes,yes,,116.28
489526370,trunk,봉담과천로,,,,yes,yes,,108.03
489526371,trunk,봉담과천로,,,,yes,,,418.6
489526372,trunk,봉담과천로,309,,90,yes,yes,,88.05
489526373,trunk,봉담과천로,309,,90,yes,,,812.8
489526374,trunk,봉담과천로,309,,90,yes,yes,,99.92
489526375,trunk,봉담과천로,309,,90,yes,,,439.78
489526376,trunk,봉담과천로,,,,yes,,,279.95
489526377,unclassified,,,,,,,,1093.99
490276287,footway,,,,,,,,91.22
490276288,residential,입북로77번길,,,,,yes,,40.39
490276289,footway,,,,,,,,642.58
490276704,track,,,,,,,,460.83
490276705,track,,,,,,,,672.22
491135699,unclassified,,,,,,,,403.94
491135700,tertiary,덕영대로,,,,yes,,,422.94
491135701,service,,,,,,,,89.28
491135702,tertiary,왕송못동로,,,,,,,9.78
491135704,tertiary,덕영대로,,,,yes,,,703.31
491135705,residential,,,,,,,,7.57
491135706,motorway_link,,,,,yes,,,240.26
491135707,secondary,덕영대로,,,,yes,yes,,28.96
491135708,tertiary,덕영대로,,,,yes,,,482.52
491135709,service,,,,,yes,,,24.4
491135710,service,,,,,,,,42.81
492943635,service,,,,,,,,30.52
493196001,primary,흥안대로,47,,,yes,,,387.75
493196004,tertiary,모락로,,,,yes,,,561.46
493196005,primary,흥안대로,47,,,yes,,,251.97
493196006,residential,오리나무로,,,,,,,173.92
493209381,primary,경수대로,1,,60,yes,,,1069.5
493209385,motorway_link,,,,,yes,,,856.92
493209390,motorway,영동고속도로,50,3,80,yes,,,1456.68
493209401,primary,경수대로,1,,70,yes,,,608.83
493210750,tertiary,덕영대로,,,,yes,,,792.2
493434217,tertiary,창말로,,,,,,yes,76.25
493434218,tertiary,창말로,,,,,,,19.19
493440382,service,,,,,,,,488.61
493440384,service,,,,,,,,246.51
493440385,service,,,,,,,,665.03
494665957,residential,부곡복지관길,,,,,,,123.35
494665958,residential,부곡복지관길,,,,,,,185.89
494665959,residential,부곡복지관길,,,,,,,274.8
494710631,secondary,백운로,,,,,,,1731.07
494855746,tertiary,덕영대로,,,,yes,,,351.51
494973751,tertiary,오전천로,Ojeoncheon-ro,,,,,,418.25
494987019,tertiary,모락로,,8,,,,,198.31
494987020,tertiary,오전로,,,,,,,63.06
494987021,tertiary,오전로,,,,,,,494.01
494987023,residential,전주남이4길,,,,no,,,79.38
496143199,corridor,,,,,,,,4.95
496143200,corridor,,,,,,,,20.82
496143201,corridor,,,,,,,,13.97
496143202,corridor,,,,,,,,29.25
496143211,steps,,,,,,,,20.47
496143213,steps,,,,,,,,28.25
496143214,steps,,,,,,,,20.17
496143215,steps,,,,,,,,28.55
496583276,tertiary,왕송못동로,,,,,,,10.66
496583277,tertiary,철도박물관로,,,,yes,,,192.69
496583279,unclassified,,,,,yes,,,39.26
496583280,tertiary,철도박물관로,,2,,,,,758.96
496583281,tertiary,철도박물관로,,2,,yes,,,47.92
496583282,tertiary,부곡중앙로,,4,,,,,40.59
496583283,tertiary,부곡중앙로,,5,,,,,42.99
496583284,tertiary,부곡중앙로,,5,,,,,46.98
496583285,tertiary,부곡중앙로,,5,,,,,42.83
496583286,tertiary,부곡중앙로,,5,,,,,43.71
496583287,tertiary,부곡중앙로,,5,,,,,43.44
496583288,tertiary,부곡중앙로,,5,,,,,43.78
496583289,tertiary,부곡중앙로,,5,,,,,42.64
496583290,tertiary,부곡중앙로,,5,,,,,32.8
496583291,tertiary,부곡중앙로,,2,,,,,78.48
497330223,tertiary,관양로,,,,,,,356.52
497330606,primary,안양판교로,57,4,,no,,,246.78
497824250,residential,,,,,,,,108.25
497824251,tertiary,의왕군포로,Uiwanggunpo-ro,,,yes,,,364.87
497824252,residential,옻우물길,,,,,,,128.52
497824253,tertiary,의왕군포로,Uiwanggunpo-ro,,,yes,,,365.7
497824254,tertiary,,,,,,yes,,54.6
497849354,residential,,,,,,,,106.07
497849355,path,,,,,,,,301.87
497849356,path,,,,,,,,254.25
497849357,path,,,,,,,,1269.05
497849359,path,,,,,,,,1311.8
497854384,residential,전주남이1길,,,,,,,49.58
497854385,residential,,,,,,,,100.91
497854386,residential,,,,,,,,76.72
497854387,residential,사그내3길,,,,,,,61.37
497854389,tertiary,고산로,,,,no,,,465.82
497854390,tertiary_link,,,,,yes,,,90.42
497880058,pedestrian,,,,,,yes,,40.39
497880059,footway,,,,,,,,5.21
498553981,tertiary,원골로,,,,,,,38.96
498553982,residential,,,,,,,,97.03
498553983,residential,원골로,,,,,,,289.58
498553984,tertiary,모락로,,8,,,,,618.39
498553985,residential,가구단지길,,,,,,,60.85
498553987,residential,호성로,,,,yes,,,268.21
498553988,tertiary,모락로,,8,,,,,198.98
498553990,tertiary,모락로,,,,yes,,,506.18
499324356,residential,,,,,yes,,,19.37
499604999,tertiary,초평로,,2,,,,,766.49
499605000,tertiary,초평로,,,,,yes,,17.94
499605001,footway,,,,,,,,29.83
499605002,footway,,,,,,,,27.95
499605003,footway,,,,,,,,235.98
499605004,footway,,,,,,,,8.42
499605005,footway,,,,,,,,11.58
499605006,footway,,,,,,,,305.67
499605007,footway,,,,,,,,10.63
499605008,footway,,,,,,,,48.84
499605009,footway,,,,,,,,17.81
499605010,footway,,,,,,,,241.5
499605011,footway,,,,,,,,16.93
499605012,footway,,,,,,,,24.15
501181917,service,,,,,yes,,,209.77
501181918,unclassified,,,,,yes,,,171.36
501181919,unclassified,,,,,,,,150.63
502804747,footway,,,,,,,,132.41
502804748,footway,,,,,,,,10.25
502804749,footway,,,,,,,,4.94
502804750,footway,,,,,,,,7.32
502804751,footway,,,,,,,,4.61
502804752,footway,,,,,,,,9.03
502804753,footway,,,,,,,,1.95
502804754,footway,,,,,,,,1.99
502804756,footway,,,,,,,,162.64
502804757,footway,,,,,,,,21.41
502804758,footway,,,,,,,,24.05
502804759,footway,,,,,,,,83.32
502804760,footway,,,,,,,,19.69
504546589,footway,,,,,,yes,,20.78
504546590,footway,,,,,,,,247.55
504546599,footway,,,,,,yes,,15.96
504546600,footway,,,,,,,,549.91
504546608,pedestrian,,,,,,,,65.0
504547728,tertiary,오봉로,,,,yes,,,557.2
504547730,trunk_link,,,,,yes,,,93.24
504547731,trunk_link,,,,,yes,yes,,35.23
504720314,footway,,,,,,,,182.43
504720316,footway,,,,,,,,137.52
504720319,footway,,,,,,,,61.73
507181011,tertiary,부곡중앙로,,5,,,,,38.45
507449305,primary,경수대로,1,,70,yes,,,57.45
507449306,trunk,봉담과천로,309,,90,yes,,,469.28
507449307,trunk,봉담과천로,309,,90,yes,,,929.91
507449308,trunk,봉담과천로,309,,90,yes,,,598.8
507449309,trunk,봉담과천로,309,,90,yes,,,123.12
507449310,trunk_link,,,,,yes,,,197.85
507449311,primary,경수대로,1,,70,yes,,,278.54
507570570,trunk,봉담과천로,309,,90,yes,,,172.61
507570571,trunk,봉담과천로,309,,90,yes,,,14.37
511468143,primary,고천지하차도,1,,,yes,,,268.67
511476551,motorway,제2경인고속도로,110,3,100,yes,,yes,488.56
511476581,motorway,제2경인고속도로,110,3,100,yes,,,304.06
511476583,motorway,제2경인고속도로,110,3,100,yes,,,370.5
511476584,motorway,제2경인고속도로,110,3,100,yes,,yes,470.45
511731767,motorway,제2경인고속도로,110,2,100,yes,,yes,480.7
511731805,motorway,제2경인고속도로,110,2,100,yes,,yes,2763.79
511731808,motorway,제2경인고속도로,110,2,100,yes,,yes,2727.87
511731809,motorway,제2경인고속도로,110,2,100,yes,,,350.08
511731810,motorway,제2경인고속도로,110,2,100,yes,,yes,418.24
511731812,motorway,제2경인고속도로,110,2,100,yes,,,352.99
511731813,motorway,제2경인고속도로,110,2,100,yes,,,66.25
511731814,motorway,제2경인고속도로,110,2,100,yes,yes,,529.67
511731815,motorway,제2경인고속도로,110,3,100,yes,,,161.34
511731817,motorway,제2경인고속도로,110,3,100,yes,,,119.46
511731819,motorway,제2경인고속도로,110,2,100,yes,,,85.03
511731820,motorway_link,,,,,yes,,,716.57
511731821,motorway_link,,,,,yes,,,120.89
516328718,residential,신장승길,,,,,,,313.15
516328719,tertiary,장안로,,2,,,,,198.23
516328720,tertiary,장안중앙로,,4,,,,,228.65
516328721,residential,장안남북로,,,,,,,196.46
517242832,tertiary,부곡중앙로,,5,,,,,42.16
517242835,tertiary,부곡중앙로,,5,,,,,42.59
519488608,tertiary,오봉로,,,,yes,,,284.45
519488609,trunk_link,,,,,yes,,,159.86
519488610,tertiary,오봉로,,,,yes,,,299.67
519488611,tertiary,오봉로,,,,yes,,,289.31
521766167,tertiary,왕소나무길,,,,,,,79.62
521766190,unclassified,,,,,,,,19.16
524642784,motorway,제2경인고속도로,110,2,100,yes,yes,,483.68
524642785,motorway,제2경인고속도로,110,3,100,yes,yes,,40.99
524642802,motorway_link,,,,,yes,yes,,426.2
524642803,motorway_link,,,,,yes,,,701.84
525074941,motorway,수도권제1순환고속도로,100,4,100,yes,yes,,506.73
525074942,motorway_link,,,,,yes,yes,,392.89
525074943,trunk,봉담과천로,309,,90,yes,,,471.3
525074948,trunk,봉담과천로,309,,90,yes,,,376.82
525074949,motorway,수도권제1순환고속도로,100,4,100,yes,yes,,292.47
525319743,motorway,제2경인고속도로,110,3,100,yes,yes,,58.09
525319744,motorway,제2경인고속도로,110,3,100,yes,,,344.86
525319745,motorway,제2경인고속도로,110,3,100,yes,,,383.11
525319746,motorway,제2경인고속도로,110,3,100,yes,yes,,57.05
525319747,motorway,제2경인고속도로,110,3,100,yes,yes,,75.27
525319751,motorway,제2경인고속도로,110,3,100,yes,yes,,72.88
525319752,motorway,제2경인고속도로,110,3,100,yes,,,349.59
531616882,service,,,,,,,,69.78
531628241,footway,,,,,,yes,,76.86
531780946,tertiary,문화예술로,,,50,,,yes,103.07
538623968,trunk,봉담과천로,,,,yes,yes,,19.82
538623969,trunk,봉담과천로,,,,yes,,,630.7
538623970,tertiary,청계로,,,,,,,109.95
538623971,tertiary,청계로,,,,,,,1211.56
538623972,trunk,봉담과천로,309,,90,yes,yes,,149.21
538623973,trunk,봉담과천로,309,,90,yes,,,147.23
538623975,motorway_link,,,,,yes,,,532.39
538623976,motorway_link,,,,,yes,yes,,104.87
538623977,motorway_link,,,,,yes,yes,,179.07
538623979,motorway_link,,,,,yes,yes,,240.01
538623980,trunk,봉담과천로,,,,yes,,,180.43
538623981,trunk,봉담과천로,,,,yes,,,566.01
538623982,trunk,봉담과천로,,,,yes,yes,,117.39
538623983,trunk,봉담과천로,,,,yes,,,202.0
538623984,trunk,봉담과천로,,,,yes,yes,,252.85
539608096,service,,,,,,,,250.74
539608097,service,,,,,,,,139.39
541465255,tertiary,,,,,,yes,,69.18
541465256,tertiary,청계로,,,,,,,365.2
541465258,unclassified,,,,,,,,318.03
541465259,living_street,,,,,,,,55.21
541465260,living_street,,,,,,,,197.35
541465261,living_street,옥박골서길,,,,,,,256.52
541465263,unclassified,,,,,yes,,,9.5
541465264,primary,안양판교로,57,4,,yes,,,32.48
541465265,primary,안양판교로,57,4,,yes,yes,,47.03
541465266,trunk,봉담과천로,,,,yes,yes,,297.53
541465267,trunk,봉담과천로,,,,yes,,,647.4
541465269,trunk,봉담과천로,309,,90,yes,yes,,149.08
541465270,trunk,봉담과천로,309,,90,yes,,,286.24
541465271,trunk,봉담과천로,,,,yes,yes,,148.86
541801481,trunk,봉담과천로,,,,yes,,,456.7
541801482,trunk,봉담과천로,,,,yes,,yes,614.25
541801485,trunk,봉담과천로,,,,yes,,,424.96
541801486,trunk,봉담과천로,,,,yes,,yes,662.03
542174909,tertiary_link,,,,,yes,,,152.9
544067196,service,,,,,,,,69.63
544300745,path,,,,,,,,986.93
544300746,path,,,,,,,,1418.54
544300747,path,,,,,,,,1103.42
544300749,path,,,,,,,,151.55
544300750,path,,,,,,,,304.49
544300751,path,,,,,,,,756.15
544300752,path,,,,,,,,981.61
544300753,path,,,,,,,,2409.46
544736601,service,,,,,,,,49.4
544736602,service,,,,,,,,22.92
544736603,service,,,,,,,,83.08
544736604,service,,,,,,,,85.7
544736605,service,,,,,,,,81.65
544736607,living_street,,,,,,,,128.09
544736608,service,,,,,,,,96.14
544736609,service,,,,,,,,88.56
544736611,service,,,,,,,,105.92
544736613,service,,,,,,,,108.23
544736614,service,,,,,,,,109.78
544736615,service,,,,,,,,110.08
544736616,service,,,,,,,,284.8
546513226,cycleway,학의천자전거길,,,,,,,4703.31
560224249,service,,,,,,,,308.33
560224251,tertiary,왕송못동로,,2,,,,,621.99
565571116,primary,안양판교로,57,4,,yes,,,311.65
565573032,primary,안양판교로,57,4,,yes,,,2146.92
568664925,residential,부곡중학길,,,,,,,53.01
568664933,tertiary,왕송못동로,,,,,,,39.82
568664935,tertiary,철도박물관로,,,,,,,45.11
568664938,tertiary,철도박물관로,,,,yes,,,146.62
568664941,tertiary,철도박물관로,,,,,,,301.88
568664944,tertiary,철도박물관로,,2,,,,,184.42
568664946,tertiary,철도박물관로,,2,,,,,79.05
568664949,residential,부곡시장길,,,,,,,102.42
568664954,tertiary,왕송못동로,,,,,,,79.68
568664957,tertiary,철도박물관로,,,,yes,,,146.55
568664967,tertiary,의왕역회전교차로,,2,,yes,,,89.02
568664970,residential,부곡초등3길,,,,,,,118.87
