grid_id,centroid_lon,centroid_lat,dist_cctv_m,dist_school_m,dist_bus_m,dist_accident_m,dist_fatal_m,dist_road_m,nearest_road_way_id,nearest_road_name,nearest_road_highway,nearest_road_vol_mean,score_cctv_gap_0_1,score_school_0_1,score_bus_0_1,score_accident_0_1,score_fatal_0_1,score_road_proximity_0_1,score_traffic_0_1,total_score_equal_0_100,total_score_weighted_0_100,min_cctv_gap_m,max_road_dist_m,candidate_flag,priority_rank,score_class
70,126.94836544,37.32158103,612.35,639.37,39.96,578.07,177.92,16.29,471692508,,footway,0.0,0.327716,0.84048,1.0,1.0,1.0,0.935726,0.5,80.056,81.204,200.0,150.0,True,1,Very High
71,126.94834896,37.32383441,852.31,884.48,104.31,785.43,358.69,0.33,488779084,철도박물관로,tertiary,0.0,0.50924,0.729919,0.985868,0.967744,0.892022,1.0,0.5,79.783,78.107,200.0,150.0,True,2,Very High
87,126.95120336,37.31934077,336.57,385.73,96.03,227.48,95.43,3.33,461776049,부곡시장길,residential,0.0,0.119093,0.95489,0.995174,1.0,1.0,1.0,0.5,79.559,80.819,200.0,150.0,True,3,Very High
105,126.95404112,37.31710044,318.73,368.56,17.57,139.02,86.58,7.65,568664981,부곡중앙남6길,residential,0.0,0.105593,0.962636,1.0,1.0,1.0,0.988063,0.5,79.376,80.866,200.0,150.0,True,4,Very High
88,126.95118698,37.32159415,576.02,622.0,76.77,457.69,110.26,20.94,155788510,부곡중앙북3길,residential,0.0,0.300233,0.848314,1.0,1.0,1.0,0.907523,0.5,79.372,81.067,200.0,150.0,True,5,Very High
304,126.97637762,37.35100321,306.34,134.62,101.36,746.12,199.48,7.37,378665861,전주남이2길,residential,0.0,0.096225,1.0,0.989183,0.979199,0.995007,0.989796,0.5,79.277,80.57,200.0,150.0,True,6,Very High
104,126.95405742,37.31484706,342.42,268.02,176.25,334.05,164.3,3.91,155793710,,service,0.0,0.123517,1.0,0.905,1.0,1.0,1.0,0.5,78.979,80.27,200.0,150.0,True,7,Very High
412,126.98461443,37.38484103,530.29,349.18,64.39,393.57,523.68,0.62,379077653,정우1길,living_street,0.0,0.265639,0.97138,1.0,1.0,0.785289,1.0,0.5,78.89,77.704,200.0,150.0,True,8,Very High
348,126.97896658,37.38481628,346.77,51.15,28.04,223.45,82.87,23.1,379044918,복지로,tertiary,0.0,0.126807,1.0,1.0,1.0,1.0,0.8944,0.5,78.874,81.537,200.0,150.0,True,9,Very High
254,126.97071649,37.35323147,62.19,243.8,19.79,287.56,76.06,5.56,488390572,경수대로,primary,3.338,0.0,1.0,1.0,1.0,1.0,1.0,0.5,78.571,80.435,200.0,150.0,False,10,Very High
125,126.95684628,37.31936681,129.68,277.28,56.93,421.16,105.55,1.98,604093416,부곡중앙남7길,residential,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,78.571,80.435,200.0,150.0,False,10,Very High
381,126.98175949,37.38933542,75.66,55.16,42.52,166.71,133.21,0.51,393913114,내손순환로,tertiary,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,78.571,80.435,200.0,150.0,False,10,Very High
86,126.95121975,37.31708739,100.12,159.02,94.07,137.89,205.2,5.31,472043937,부곡초등3길,residential,0.0,0.0,1.0,0.997375,1.0,0.99131,1.0,0.5,78.41,80.212,200.0,150.0,False,11,Very High
59,126.94620521,37.32151617,691.42,703.27,159.95,713.33,360.97,8.99,839286568,,service,0.0,0.387529,0.811656,0.923319,0.988751,0.890547,0.979991,0.5,78.311,77.724,200.0,150.0,True,12,Very High
215,126.96568173,37.37115181,636.8,175.96,125.94,1370.32,386.64,3.21,498553990,모락로,tertiary,0.0,0.34621,1.0,0.961554,0.797332,0.873943,1.0,0.5,78.272,75.798,200.0,150.0,True,13,Very High
413,126.98459901,37.3870944,351.75,178.68,42.15,194.19,348.31,14.45,82626307,내손순환로,tertiary,0.0,0.130574,1.0,1.0,1.0,0.898736,0.946841,0.5,78.231,79.369,200.0,150.0,True,14,Very High
517,126.9930407,37.39163776,377.3,325.39,158.31,990.72,170.47,3.47,381700266,양지편로,residential,0.0,0.149904,0.982111,0.925162,0.907932,1.0,1.0,0.5,78.073,78.527,200.0,150.0,True,15,Very High
380,126.981775,37.38708206,195.46,200.1,129.51,141.35,173.91,7.07,82626377,복지로,tertiary,0.0,0.012346,1.0,0.95754,1.0,1.0,0.991608,0.5,78.021,79.988,200.0,150.0,False,16,Very High
103,126.95407371,37.31259367,358.56,364.46,87.67,573.46,414.12,4.74,452600815,,unclassified,0.0,0.135728,0.964485,1.0,1.0,0.856163,1.0,0.5,77.948,78.025,200.0,150.0,True,17,Very High
275,126.9735707,37.34873731,75.2,182.7,30.01,831.38,123.98,2.28,488390577,경수대로,primary,3.338,0.0,1.0,1.0,0.954357,1.0,1.0,0.5,77.919,79.443,200.0,150.0,False,18,Very High
276,126.97355497,37.35099068,141.51,213.6,138.44,600.16,139.18,3.21,160553291,효행로,residential,0.0,0.0,1.0,0.947496,1.0,1.0,1.0,0.5,77.821,79.75,200.0,150.0,False,19,Very High
303,126.97639327,37.34874983,263.2,69.85,127.77,942.17,160.6,3.28,378314624,사그내1길,residential,0.0,0.063586,1.0,0.959497,0.922076,1.0,1.0,0.5,77.788,78.765,200.0,150.0,True,20,Very High
106,126.95402482,37.31935382,346.38,447.64,188.14,228.17,184.67,0.13,155788517,부곡중앙남6길,residential,0.0,0.126511,0.926963,0.891636,1.0,1.0,1.0,0.5,77.787,79.169,200.0,150.0,True,21,Very High
233,126.96787785,37.35547218,254.9,408.58,147.75,174.09,182.13,1.06,280678694,옻우물길,residential,0.0,0.057311,0.944583,0.937039,1.0,1.0,1.0,0.5,77.699,79.389,200.0,150.0,True,22,Very High
168,126.96245711,37.32389935,414.06,391.03,151.3,1115.11,148.49,5.72,571384233,,residential,0.0,0.177714,0.9525,0.933049,0.87169,1.0,0.999814,0.5,77.64,77.698,200.0,150.0,True,23,Very High
238,126.96779829,37.36673904,164.15,145.0,93.32,904.87,147.9,2.92,627320567,,residential,0.0,0.0,1.0,0.998219,0.932944,1.0,1.0,0.5,77.588,78.954,200.0,150.0,False,24,Very High
382,126.98174397,37.39158879,97.9,280.81,28.0,400.76,55.17,17.08,1460258639,포일로,tertiary,0.0,0.0,1.0,1.0,1.0,1.0,0.930901,0.5,77.584,80.435,200.0,150.0,False,25,Very High
448,126.98740768,37.38936004,381.68,210.78,287.92,433.88,17.89,6.34,82626318,학의로,tertiary,0.0,0.153217,1.0,0.779463,1.0,1.0,0.996018,0.5,77.553,78.891,200.0,150.0,True,26,Very High
396,126.98486099,37.34878701,445.0,375.5,39.73,1492.38,135.59,0.84,580162098,의왕휴게소,services,0.0,0.201117,0.959504,1.0,0.761768,1.0,1.0,0.5,77.463,76.476,200.0,150.0,True,27,Very High
264,126.97055819,37.37576519,498.52,189.34,67.42,1026.65,533.68,3.99,379044921,갈미1로,residential,0.0,0.241604,1.0,1.0,0.897463,0.778824,1.0,0.5,77.398,75.498,200.0,150.0,True,28,Very High
266,126.97164059,37.37944129,178.72,315.83,126.78,664.58,239.95,0.97,156329858,갈미2로,residential,0.0,0.0,0.986422,0.960611,1.0,0.968828,1.0,0.5,77.369,79.066,200.0,150.0,False,29,Very High
85,126.95123613,37.31483401,178.23,163.67,4.95,333.59,307.4,7.25,568664946,철도박물관로,tertiary,0.0,0.0,1.0,1.0,1.0,0.925196,0.990512,0.5,77.367,78.809,200.0,150.0,False,30,Very High
316,126.97618968,37.3780437,248.71,135.52,25.38,580.35,229.81,25.3,379044919,갈미로,tertiary,0.0,0.052625,1.0,1.0,1.0,0.975389,0.881054,0.5,77.272,80.357,200.0,150.0,True,31,Very High
321,126.97624612,37.38920568,235.37,314.19,170.64,277.65,97.98,11.61,1460258639,포일로,tertiary,0.0,0.042532,0.987163,0.911298,1.0,1.0,0.9641,0.5,77.216,79.48,200.0,150.0,True,32,Very High
214,126.96596826,37.3691869,417.64,125.25,103.66,1153.09,171.34,26.36,493196004,모락로,tertiary,0.0,0.180418,1.0,0.986596,0.860624,1.0,0.874625,0.5,77.175,78.799,200.0,150.0,True,33,Very High
383,126.9821436,37.39371805,278.19,501.8,147.38,628.88,120.19,8.15,472039977,학의로,tertiary,0.0,0.074927,0.902536,0.937454,1.0,1.0,0.985065,0.5,77.143,78.999,200.0,150.0,True,34,Very High
255,126.97070067,37.35548484,38.82,165.65,34.59,41.15,125.17,22.86,156318651,오전로,tertiary,0.0,0.0,1.0,1.0,1.0,1.0,0.895848,0.5,77.084,80.435,200.0,150.0,False,35,Very High
317,126.97617401,37.38029707,224.36,332.22,104.19,339.85,183.88,22.75,361922207,갈미안로,tertiary,0.0,0.034205,0.979031,0.986005,1.0,1.0,0.8965,0.5,77.082,80.276,200.0,150.0,True,36,Very High
60,126.94665539,37.32325342,840.77,861.75,240.34,817.56,405.1,4.3,470203418,왕송못동로,tertiary,0.0,0.500511,0.74017,0.832948,0.958383,0.862001,1.0,0.5,77.057,75.314,200.0,150.0,True,37,Very High
301,126.97642456,37.34424307,366.08,375.41,46.78,1387.33,107.0,2.49,418064356,경수대로,primary,3.338,0.141418,0.959547,1.0,0.792374,1.0,1.0,0.5,77.048,76.623,200.0,150.0,True,38,Very High
236,126.96783012,37.3622323,58.74,168.02,15.41,435.2,251.03,17.11,498553984,모락로,tertiary,0.0,0.0,1.0,1.0,1.0,0.961661,0.930717,0.5,77.034,79.601,200.0,150.0,False,39,Very High
158,126.96015646,37.3480816,1070.01,133.26,229.47,1089.3,928.4,11.07,377854669,고산로105번길,unclassified,0.0,0.673926,1.0,0.845169,0.879208,0.523489,0.967379,0.5,76.988,71.291,200.0,150.0,True,40,Very High
414,126.98458358,37.38934777,302.07,234.61,197.85,213.36,258.49,13.34,607123668,,service,0.0,0.092991,1.0,0.880718,1.0,0.956835,0.953559,0.5,76.916,78.749,200.0,150.0,True,41,Very High
293,126.97448496,37.38856128,179.07,312.8,8.03,118.16,269.33,14.56,1460258639,포일로,tertiary,0.0,0.0,0.987789,1.0,1.0,0.949825,0.946212,0.5,76.912,79.185,200.0,150.0,False,42,Very High
446,126.98743836,37.3848533,701.24,315.31,313.43,545.55,484.07,16.89,427669585,,unclassified,0.0,0.394955,0.986655,0.750789,1.0,0.810917,0.932056,0.5,76.791,76.334,200.0,150.0,True,43,Very High
265,126.97085442,37.37782424,321.17,187.26,103.01,836.31,361.28,16.87,82905050,,pedestrian,0.0,0.107437,1.0,0.987327,0.95292,0.890344,0.93218,0.5,76.717,77.796,200.0,150.0,True,44,Very High
58,126.94556721,37.31930333,551.19,543.51,81.3,651.85,451.79,27.46,499605010,,footway,0.0,0.281449,0.883721,1.0,1.0,0.831794,0.867983,0.5,76.642,77.709,200.0,150.0,True,45,Very High
251,126.97076395,37.34647133,385.19,507.33,111.5,1037.16,74.63,16.53,167982107,시청로,tertiary,0.0,0.155873,0.900042,0.977783,0.894402,1.0,0.934234,0.5,76.605,77.901,200.0,150.0,True,46,Very High
302,126.97640892,37.34649645,300.38,274.55,106.23,1159.18,149.83,17.86,378314612,,residential,0.0,0.091713,1.0,0.983709,0.85885,1.0,0.926161,0.5,76.578,77.951,200.0,150.0,True,47,Very High
110,126.95395961,37.32836735,527.46,762.83,127.88,1197.08,134.35,1.14,804285825,오봉산단3로,residential,0.0,0.263493,0.784789,0.959372,0.847807,1.0,1.0,0.5,76.507,76.08,200.0,150.0,True,48,Very High
252,126.97074813,37.34872471,252.71,432.3,169.84,787.21,220.29,1.3,60819382,안양천 자전거길,cycleway,0.0,0.055649,0.933885,0.912208,0.967228,0.981545,1.0,0.5,76.436,77.798,200.0,150.0,True,49,Very High
349,126.97895099,37.38706965,101.8,259.07,94.4,356.72,220.78,27.01,82626320,내손로,tertiary,0.0,0.0,1.0,0.997012,1.0,0.981231,0.870681,0.5,76.413,79.988,200.0,150.0,False,50,Very High
232,126.96789376,37.3532188,278.96,446.02,189.02,369.04,228.41,9.95,160553287,맑은내1길,residential,0.0,0.075507,0.927694,0.890641,1.0,0.976297,0.97416,0.5,76.347,78.207,200.0,150.0,True,51,Very High
123,126.95687871,37.31486004,93.86,18.25,91.46,486.73,290.68,21.16,570406046,,service,0.0,0.0,1.0,1.0,1.0,0.936014,0.906149,0.5,76.317,79.044,200.0,150.0,False,52,Very High
395,126.98487638,37.34653363,415.97,415.85,84.05,1638.04,146.24,1.8,475582906,,service,0.0,0.179155,0.941306,1.0,0.719327,1.0,1.0,0.5,76.283,75.125,200.0,150.0,True,53,Very High
231,126.96790966,37.35096543,312.84,596.6,39.76,584.97,386.37,1.3,1311070438,,service,0.0,0.101142,0.859771,1.0,1.0,0.874113,1.0,0.5,76.215,76.749,200.0,150.0,True,54,Very High
484,126.99021652,37.39162562,337.48,135.56,120.45,767.33,218.08,40.31,585392821,안양판교로,primary,0.0,0.119783,1.0,0.967727,0.973019,0.982974,0.790047,0.5,76.194,80.099,200.0,150.0,True,55,Very High
289,126.97349112,37.38020756,37.93,321.86,51.27,484.69,108.89,30.45,86157949,,motorway_link,0.0,0.0,0.9837,1.0,1.0,1.0,0.8498,0.5,76.193,80.222,200.0,150.0,False,56,Very High
256,126.97068485,37.35773822,139.63,271.16,152.31,213.76,348.81,4.3,544300751,,path,0.0,0.0,1.0,0.931906,1.0,0.898411,1.0,0.5,76.147,77.338,200.0,150.0,False,57,Very High
239,126.96778238,37.36899241,398.53,105.01,185.25,1149.35,163.93,21.29,1230236677,,footway,0.0,0.165963,1.0,0.894875,0.861714,1.0,0.905362,0.5,76.113,77.501,200.0,150.0,True,58,Very High
108,126.95399222,37.32386059,359.77,420.61,144.71,701.8,318.15,22.17,488603165,,service,0.0,0.136645,0.93916,0.94045,0.992111,0.918241,0.900032,0.5,76.095,78.104,200.0,150.0,True,59,Very High
107,126.95400852,37.32160721,326.59,372.0,44.28,458.03,343.01,30.9,155809498,부곡중앙북9길,residential,0.0,0.111542,0.961083,1.0,1.0,0.902162,0.847102,0.5,76.027,78.77,200.0,150.0,True,60,Very High
345,126.97901335,37.37805617,473.58,376.65,270.29,582.11,443.07,0.6,1377694857,,path,0.0,0.22274,0.958988,0.799276,1.0,0.837436,1.0,0.5,75.978,75.685,200.0,150.0,True,61,Very High
277,126.97353923,37.35324406,234.35,211.98,233.95,392.67,290.32,2.74,160553268,등칙골1길,residential,0.0,0.041759,1.0,0.84013,1.0,0.936247,1.0,0.5,75.973,77.327,200.0,150.0,True,62,Very High
305,126.97636197,37.35325659,462.46,152.07,65.96,592.19,422.84,46.43,156318651,오전로,tertiary,0.0,0.214323,1.0,1.0,1.0,0.850523,0.752951,0.5,75.969,79.049,200.0,150.0,True,63,Very High
89,126.95117059,37.32384753,604.51,659.48,247.43,701.58,330.39,16.26,488603165,,service,0.0,0.321784,0.83141,0.824975,0.992175,0.910328,0.935871,0.5,75.951,76.631,200.0,150.0,True,64,Very High
183,126.96245795,37.35760508,364.14,844.11,99.07,296.13,298.71,1.04,497824253,의왕군포로,tertiary,0.0,0.139944,0.748125,0.991754,1.0,0.930817,1.0,0.5,75.866,76.755,200.0,150.0,True,65,Very High
320,126.97612698,37.38705717,56.32,186.17,197.27,321.08,301.38,2.39,471465340,,footway,0.0,0.0,1.0,0.881367,1.0,0.929093,1.0,0.5,75.864,77.346,200.0,150.0,False,66,Very High
329,126.97926253,37.34200215,379.31,370.04,84.64,1718.19,101.18,0.82,58858271,,trunk_link,0.0,0.151426,0.96197,1.0,0.695974,1.0,1.0,0.5,75.848,74.646,200.0,150.0,True,67,Very High
241,126.96788824,37.37341419,849.59,391.02,133.48,1377.54,634.28,24.67,82626319,,residential,0.0,0.507181,0.952504,0.953077,0.795226,0.713747,0.884887,0.5,75.809,72.939,200.0,150.0,True,68,Very High
449,126.98739233,37.39161341,143.15,236.39,80.95,566.62,161.05,38.23,607137802,,unclassified,0.0,0.0,1.0,1.0,1.0,1.0,0.802624,0.5,75.752,80.435,200.0,150.0,False,69,Very High
482,126.99024703,37.38711888,617.46,334.55,384.72,669.45,336.63,20.74,82626318,학의로,tertiary,0.0,0.331581,0.977978,0.670641,1.0,0.906289,0.908706,0.5,75.646,76.698,200.0,150.0,True,70,Very High
148,126.95961934,37.32613988,217.77,419.42,64.13,1129.55,173.44,12.73,468211809,,motorway_link,0.0,0.029217,0.939697,1.0,0.867482,1.0,0.957266,0.5,75.624,77.021,200.0,150.0,True,71,Very High
237,126.96781421,37.36448567,136.1,87.94,175.26,664.53,376.66,2.29,497849356,,path,0.0,0.0,1.0,0.906109,1.0,0.880395,1.0,0.5,75.521,76.61,200.0,150.0,False,72,Very High
124,126.9568625,37.31711342,111.02,253.64,130.41,380.31,196.57,33.23,155788507,부곡중학북로,residential,0.0,0.0,1.0,0.956531,1.0,0.99689,0.832987,0.5,75.52,79.8,200.0,150.0,False,73,Very High
300,126.97644021,37.34198969,478.19,504.9,108.68,1621.94,107.23,13.57,885808225,,service,0.0,0.226225,0.901134,0.980954,0.724019,1.0,0.952218,0.5,75.494,74.864,200.0,150.0,True,74,Very High
84,126.95125251,37.31258062,422.5,391.52,151.6,573.19,488.87,21.03,452600815,,unclassified,0.0,0.184097,0.952282,0.932709,1.0,0.807808,0.906927,0.5,75.483,76.357,200.0,150.0,True,75,Very High
207,126.96507103,37.35320607,526.09,680.76,196.76,387.69,441.22,9.21,1052910961,,service,0.0,0.262456,0.821808,0.881942,1.0,0.838637,0.978654,0.5,75.479,75.345,200.0,150.0,True,76,Very High
57,126.945577,37.31706109,449.33,416.28,147.87,627.21,597.63,12.07,488597569,,footway,0.0,0.204391,0.94111,0.936902,1.0,0.737458,0.961314,0.5,75.445,74.914,200.0,150.0,True,77,Very High
242,126.96854415,37.37545444,644.45,365.01,124.46,1167.65,682.73,13.95,156599649,오리나무1길,residential,0.0,0.351997,0.964237,0.963219,0.856381,0.682406,0.949894,0.5,75.259,72.523,200.0,150.0,True,78,Very High
185,126.96287656,37.36145295,327.85,528.06,68.7,371.92,317.3,31.68,488390570,경수대로,primary,3.338,0.112495,0.890689,1.0,1.0,0.918793,0.842386,0.5,75.205,78.222,200.0,150.0,True,79,Very High
209,126.96503904,37.35771282,135.73,720.92,97.09,126.09,169.3,11.2,280678694,옻우물길,residential,0.0,0.0,0.803694,0.993983,1.0,1.0,0.966566,0.5,75.203,77.796,200.0,150.0,False,80,Very High
274,126.97358643,37.34648393,325.18,322.3,135.75,1071.07,265.42,25.05,582107271,,footway,0.0,0.110471,0.983502,0.950524,0.884521,0.952352,0.882584,0.5,75.199,76.989,200.0,150.0,True,81,Very High
67,126.94841484,37.31482089,255.35,195.67,83.43,485.76,535.72,18.02,560224251,왕송못동로,tertiary,0.0,0.057647,1.0,1.0,1.0,0.777503,0.925194,0.5,75.148,76.099,200.0,150.0,True,82,Very High
127,126.95681385,37.32387358,135.8,209.54,37.13,786.03,184.61,41.1,494665959,부곡복지관길,residential,0.0,0.0,1.0,1.0,0.967571,1.0,0.785236,0.5,75.04,79.73,200.0,150.0,False,83,Very High
147,126.95963548,37.3238865,180.13,189.49,63.24,931.75,109.77,34.82,51066057,영동고속도로,motorway,1.658,0.000743,1.0,1.0,0.925114,1.0,0.823304,0.5,74.988,78.813,200.0,150.0,False,84,Very High
257,126.97066902,37.35999159,112.98,289.01,214.4,463.35,313.08,11.51,544300752,,path,0.0,0.0,0.998519,0.862114,1.0,0.921526,0.964713,0.5,74.955,76.911,200.0,150.0,False,85,Very High
184,126.96265514,37.35989949,318.22,643.58,105.53,275.6,232.12,31.8,963511470,경수대로391번길,unclassified,0.0,0.105206,0.83858,0.9845,1.0,0.973897,0.841615,0.5,74.911,78.475,200.0,150.0,True,86,Very High
318,126.97615834,37.38255044,245.38,316.41,119.32,138.52,280.84,39.33,379044918,복지로,tertiary,0.0,0.050104,0.98616,0.968996,1.0,0.942382,0.795984,0.5,74.909,79.033,200.0,150.0,True,87,Very High
258,126.97065319,37.36224496,287.88,278.8,245.81,598.75,396.25,11.37,1279615348,,service,0.0,0.08226,1.0,0.826796,1.0,0.867721,0.965516,0.5,74.89,76.015,200.0,150.0,True,88,Very High
212,126.96555704,37.36469857,141.54,250.57,48.29,654.29,356.6,30.94,983745087,가구단지길,residential,0.0,0.0,1.0,1.0,1.0,0.893372,0.846883,0.5,74.861,78.117,200.0,150.0,False,89,Very High
292,126.9739069,37.38672743,137.67,134.07,183.07,231.58,435.41,5.71,379073002,민백1길,residential,0.0,0.0,1.0,0.897334,1.0,0.84239,0.999826,0.5,74.851,75.669,200.0,150.0,False,90,Very High
126,126.95683007,37.32162019,80.75,122.01,48.46,578.88,329.61,34.03,496583291,부곡중앙로,tertiary,0.0,0.0,1.0,1.0,1.0,0.910833,0.828138,0.5,74.842,78.496,200.0,150.0,False,91,Very High
181,126.96258524,37.35318689,630.57,739.06,78.23,503.13,651.13,22.49,480981880,한밭들길,residential,0.0,0.341501,0.795511,1.0,1.0,0.702851,0.898126,0.5,74.828,74.277,200.0,150.0,True,92,Very High
580,126.99870408,37.38940847,154.63,343.2,56.22,1417.45,206.41,7.94,381700256,한직골길,residential,0.0,0.0,0.974073,1.0,0.783599,0.990526,0.986357,0.5,74.779,75.186,200.0,150.0,False,93,Very High
485,126.99020126,37.39387899,306.1,379.31,247.94,920.11,304.85,1.29,1194779191,벌모루길,residential,0.0,0.096043,0.957785,0.824411,0.928504,0.926846,1.0,0.5,74.766,75.284,200.0,150.0,True,94,Very High
581,126.99868907,37.39166184,52.45,155.86,17.98,1463.55,163.11,11.91,381700255,청계1로,residential,0.0,0.0,1.0,1.0,0.770168,1.0,0.962244,0.5,74.749,75.438,200.0,150.0,False,95,Very High
287,126.97338177,37.37577779,401.18,131.71,37.28,897.81,422.27,43.05,1093290315,,living_street,0.0,0.16797,1.0,1.0,0.935003,0.850891,0.77339,0.5,74.675,77.241,200.0,150.0,True,96,Very High
235,126.96784603,37.35997892,180.04,416.81,55.52,249.39,63.39,41.06,42120523,모락로,tertiary,0.0,0.000678,0.940873,1.0,1.0,1.0,0.785512,0.5,74.672,79.669,200.0,150.0,False,97,Very High
549,126.99587997,37.38939646,70.05,329.83,51.17,1168.95,353.64,6.58,585392826,안양판교로,primary,0.0,0.0,0.980104,1.0,0.856003,0.89529,0.994565,0.5,74.657,74.769,200.0,150.0,False,98,Very High
91,126.95113781,37.32835429,670.13,916.47,171.47,1196.95,383.47,1.6,476254477,금천말길,residential,0.0,0.37142,0.715487,0.910373,0.847845,0.875988,1.0,0.5,74.587,72.781,200.0,150.0,True,99,Very High
234,126.96786194,37.35772555,117.71,509.84,98.19,183.87,264.61,26.92,947147017,,service,0.0,0.0,0.898906,0.992754,1.0,0.952879,0.871261,0.5,74.511,77.997,200.0,150.0,False,100,Very High
379,126.98179051,37.38482869,442.37,301.02,141.02,370.36,288.73,66.09,393913112,내손중앙로,tertiary,0.0,0.199124,0.9931,0.944599,1.0,0.937274,0.633729,0.5,74.398,79.99,200.0,150.0,True,101,Very High
145,126.95966775,37.31937973,104.83,279.97,168.52,653.98,184.77,39.71,803541555,,service,0.0,0.0,1.0,0.913686,1.0,1.0,0.793665,0.5,74.391,79.309,200.0,150.0,False,102,Very High
362,126.98205389,37.3465213,171.1,202.31,25.34,1453.17,226.69,14.31,494987021,오전로,tertiary,0.0,0.0,1.0,1.0,0.773193,0.977409,0.947716,0.5,74.262,75.013,200.0,150.0,False,103,Very High
415,126.98456815,37.39160113,220.11,378.21,95.86,422.3,261.6,46.36,82626318,학의로,tertiary,0.0,0.030987,0.958283,0.995365,1.0,0.954823,0.753338,0.5,74.183,79.118,200.0,150.0,True,104,Very High
72,126.94847465,37.32601229,847.21,963.82,123.51,999.79,580.65,26.25,156200276,,residential,0.0,0.505382,0.69413,0.964285,0.905289,0.74844,0.875289,0.5,74.183,72.846,200.0,150.0,True,104,Very High
516,126.99305587,37.38938439,319.4,324.61,150.59,921.25,136.23,48.22,585392825,안양판교로,primary,0.0,0.106105,0.98246,0.933841,0.928171,1.0,0.742072,0.5,74.181,78.704,200.0,150.0,True,105,Very High
319,126.97614266,37.3848038,224.44,158.61,54.11,218.82,235.31,57.53,82626320,내손로,tertiary,0.0,0.034266,1.0,1.0,1.0,0.971834,0.685608,0.5,74.167,80.12,200.0,150.0,True,106,Very High
179,126.96232879,37.34864949,868.84,301.85,346.4,946.49,766.82,20.25,580162061,,path,0.0,0.521749,0.992728,0.71372,0.920818,0.628014,0.911683,0.5,74.124,71.335,200.0,150.0,True,107,Very High
351,126.97919805,37.39139634,152.63,203.75,90.02,486.33,186.34,57.79,379077689,흥안대로434번길,residential,0.0,0.0,1.0,1.0,1.0,1.0,0.684061,0.5,74.058,80.435,200.0,150.0,False,108,Very High
612,127.00151326,37.39167378,291.3,294.82,15.69,1705.79,148.68,21.82,41888498,청계로,tertiary,0.0,0.084841,0.9959,1.0,0.699589,1.0,0.902141,0.5,74.035,74.588,200.0,150.0,True,109,Very High
363,126.98203841,37.34877469,249.3,134.18,111.85,1286.74,219.97,30.99,494987021,오전로,tertiary,0.0,0.053076,1.0,0.977398,0.821684,0.981754,0.846559,0.5,74.007,76.328,200.0,150.0,True,110,Very High
180,126.96249541,37.3509515,776.3,510.04,146.85,709.96,760.66,44.82,377854668,오봉산길,residential,0.0,0.451737,0.898817,0.938052,0.989733,0.631995,0.762714,0.5,73.901,74.012,200.0,150.0,True,111,Very High
211,126.96528792,37.36167277,120.96,338.64,110.0,318.83,244.12,47.46,378665964,어내들로,tertiary,0.0,0.0,0.976133,0.979468,1.0,0.966135,0.746663,0.5,73.834,79.119,200.0,150.0,False,112,Very High
417,126.98453729,37.39610787,83.31,397.31,56.08,904.96,403.03,20.86,381695286,봇들1로,residential,0.0,0.0,0.949667,1.0,0.932918,0.863335,0.908,0.5,73.627,75.349,200.0,150.0,False,113,Very High
365,126.98200745,37.35328145,332.58,134.19,146.72,1057.68,646.06,0.14,1377694856,,path,0.0,0.116075,1.0,0.938199,0.888422,0.706131,1.0,0.5,73.555,71.824,200.0,150.0,True,114,Very High
288,126.97336602,37.37803116,156.3,140.95,120.16,678.05,185.24,58.4,82905050,,pedestrian,0.0,0.0,1.0,0.968055,0.999031,1.0,0.680359,0.5,73.535,79.997,200.0,150.0,False,115,Very High
548,126.99589506,37.38714309,209.06,572.09,171.16,1165.6,122.02,8.79,1460166815,,unclassified,0.0,0.02263,0.870828,0.910723,0.856978,1.0,0.981207,0.5,73.462,74.673,200.0,150.0,True,116,Very High
182,126.96262443,37.35558382,432.92,872.5,184.39,352.55,462.5,7.39,378303660,안양천 자전거길,cycleway,0.0,0.191976,0.73532,0.895852,1.0,0.824867,0.989649,0.5,73.395,73.486,200.0,150.0,True,117,Very High
273,126.97360216,37.34423055,252.03,547.15,62.32,1314.61,243.82,19.84,682100873,오봉로,tertiary,0.0,0.055138,0.882077,1.0,0.813564,0.966325,0.914191,0.5,73.304,74.591,200.0,150.0,True,118,Very High
250,126.97077976,37.34421795,138.31,672.96,41.47,1287.13,193.83,8.17,682100874,시청로,tertiary,0.0,0.0,0.825327,1.0,0.821571,0.998663,0.98494,0.5,73.293,74.248,200.0,150.0,False,119,Very High
333,126.97920027,37.35101567,114.06,231.32,52.38,937.12,407.79,31.82,378314650,모란길,residential,0.0,0.0,1.0,1.0,0.923549,0.860257,0.841498,0.5,73.219,75.735,200.0,150.0,False,120,Very High
69,126.9483819,37.31932765,383.04,400.36,155.37,420.04,244.25,67.75,496583280,철도박물관로,tertiary,0.0,0.154243,0.94829,0.928465,1.0,0.96605,0.623603,0.5,73.152,79.43,200.0,150.0,True,121,Very High
611,127.00152818,37.38942041,151.35,486.23,94.05,1666.4,195.21,2.76,538623969,봉담과천로,trunk,0.0,0.0,0.90956,0.997398,0.711064,0.997774,1.0,0.5,73.083,72.892,200.0,150.0,False,122,Very High
