grid_id,centroid_lon,centroid_lat,dist_cctv_m,dist_bus_m,dist_accident_m,dist_fatal_m,dist_school_m,score_gap_0_1,score_bus_0_1,score_accident_0_1,score_fatal_0_1,score_school_0_1,vulnerability_0_1,total_score_0_100,priority_rank,candidate_flag,score_class
8434,126.95825713,37.34702899,1229.57,40.2,1278.36,1072.2,125.81,0.842421,1.0,0.820273,0.402638,1.0,0.766873,80.842,6,True,Very High
8602,126.95848078,37.34728974,1222.05,71.68,1243.3,1056.3,112.39,0.836373,1.0,0.830689,0.413434,1.0,0.773237,80.796,9,True,Very High
8433,126.95823319,37.34676276,1221.18,11.06,1304.0,1071.32,129.15,0.835674,1.0,0.812656,0.403231,1.0,0.764766,80.377,22,True,Very High
8601,126.95845341,37.34704658,1214.09,45.27,1266.98,1055.16,108.67,0.829972,1.0,0.823653,0.414205,1.0,0.771357,80.36,24,True,Very High
8770,126.95879017,37.34731854,1198.11,85.9,1225.33,1029.66,88.59,0.817109,1.0,0.836026,0.431514,1.0,0.780262,80.053,36,True,Very High
8771,126.95882873,37.34754744,1201.56,109.66,1202.32,1030.43,100.41,0.819886,0.971908,0.842862,0.430992,1.0,0.776538,80.038,38,True,Very High
8432,126.95820716,37.34649663,1213.64,19.59,1329.89,1071.45,139.04,0.829605,1.0,0.804963,0.403144,1.0,0.762432,79.938,40,True,Very High
8600,126.95845535,37.34677618,1203.21,20.66,1291.91,1051.86,109.49,0.821215,1.0,0.816248,0.416447,1.0,0.769809,79.808,48,True,Very High
8431,126.95818091,37.34622819,1206.72,42.08,1356.17,1072.41,154.22,0.824037,1.0,0.797157,0.402493,1.0,0.759895,79.517,62,True,Very High
8769,126.95879211,37.34704813,1186.32,62.9,1250.37,1025.4,78.92,0.807624,1.0,0.828588,0.434408,1.0,0.778899,79.47,63,True,Very High
8599,126.9584573,37.34650577,1192.98,24.57,1317.04,1049.4,118.19,0.812986,1.0,0.808781,0.418114,1.0,0.768068,79.277,69,True,Very High
8430,126.95815311,37.3459582,1200.59,69.5,1382.81,1074.34,173.48,0.819104,1.0,0.789243,0.401186,1.0,0.757129,79.122,82,True,Very High
8940,126.95912693,37.34759049,1175.53,127.71,1183.74,1005.31,86.54,0.798948,0.950499,0.848382,0.448047,1.0,0.779028,78.998,86,True,Very High
8939,126.95912887,37.34732009,1170.72,105.29,1208.89,1000.04,63.79,0.795075,0.977093,0.84091,0.451622,1.0,0.783178,78.972,90,True,Very High
8768,126.95879405,37.34677773,1175.18,48.31,1275.62,1022.0,80.05,0.79866,1.0,0.821087,0.436716,1.0,0.777341,78.907,94,True,Very High
8598,126.95845924,37.34623537,1183.43,50.8,1342.38,1047.8,133.22,0.805297,1.0,0.801254,0.419202,1.0,0.766137,78.767,101,True,Very High
8938,126.95913081,37.34704968,1158.65,87.54,1234.26,995.65,49.48,0.785365,0.998153,0.833373,0.454602,1.0,0.786023,78.566,109,True,Very High
8767,126.95879599,37.34650732,1164.7,50.1,1301.07,1019.47,91.59,0.790233,1.0,0.813526,0.438431,1.0,0.775587,78.364,120,True,Very High
8429,126.95812731,37.34569127,1189.04,98.16,1409.2,1076.91,195.12,0.809818,0.985555,0.781402,0.399437,1.0,0.751363,78.351,121,True,Very High
8597,126.95846118,37.34596496,1174.56,79.74,1367.9,1047.05,152.73,0.798163,1.0,0.793671,0.419707,1.0,0.764013,78.28,125,True,Very High
8941,126.95918013,37.34780318,1161.6,149.81,1161.43,1005.31,104.87,0.787733,0.924277,0.855009,0.448042,1.0,0.775771,78.235,127,True,Very High
8937,126.95913275,37.34677928,1147.24,77.72,1259.83,992.15,51.26,0.776186,1.0,0.825776,0.456978,1.0,0.784826,78.007,137,True,Very High
9110,126.95946563,37.34759204,1148.25,147.7,1167.49,975.87,74.22,0.776996,0.926777,0.853211,0.46803,1.0,0.781728,77.913,142,True,Very High
9109,126.95946757,37.34732164,1143.47,128.81,1192.98,970.44,45.7,0.773146,0.949186,0.845637,0.471713,1.0,0.785042,77.85,145,True,Very High
