grid_id,centroid_lon,centroid_lat,dist_cctv_m,dist_school_m,dist_bus_m,dist_accident_m,dist_fatal_m,dist_road_m,nearest_road_way_id,nearest_road_name,nearest_road_highway,nearest_road_vol_mean,score_cctv_gap_0_1,score_school_0_1,score_bus_0_1,score_accident_0_1,score_fatal_0_1,score_road_proximity_0_1,score_traffic_0_1,total_score_equal_0_100,total_score_weighted_0_100,min_cctv_gap_m,max_road_dist_m
643,127.00435229,37.38943228,364.83,646.46,293.79,1915.63,159.13,3.84,58858228,,motorway_link,0.0,0.140467,0.837281,0.772866,0.63845,1.0,1.0,0.5,69.844,68.711,200.0,150.0
281,126.97347627,37.36225757,429.57,395.0,495.42,761.7,613.2,2.97,539608096,,service,0.0,0.189445,0.950708,0.546195,0.974658,0.727382,1.0,0.5,69.834,69.043,200.0,150.0
18,126.93437895,37.31919152,1468.8,1435.78,79.61,1625.48,1417.43,5.41,452646579,윗새우대길,residential,0.0,0.975607,0.481239,1.0,0.722987,0.207147,1.0,0.5,69.814,58.894,200.0,150.0
46,126.94277227,37.31479445,712.09,660.52,210.57,927.55,935.47,31.94,885485262,,unclassified,0.0,0.403168,0.830939,0.866411,0.926338,0.518913,0.840813,0.5,69.808,67.933,200.0,150.0
547,126.99591015,37.38488972,358.69,819.02,250.62,1214.83,101.39,34.41,82626318,학의로,tertiary,0.0,0.135822,0.759446,0.821392,0.842635,1.0,0.825823,0.5,69.787,72.728,200.0,150.0
206,126.96508702,37.3509527,553.38,653.98,102.4,629.93,566.38,84.67,910663747,고산로,tertiary,0.0,0.283102,0.83389,0.988021,1.0,0.757672,0.521031,0.5,69.767,75.306,200.0,150.0
167,126.96247316,37.32164596,324.02,371.35,296.15,980.17,131.79,67.21,570406042,,service,0.0,0.109594,0.961376,0.770211,0.911006,1.0,0.626884,0.5,69.701,75.952,200.0,150.0
332,126.97921584,37.34876229,226.45,141.44,88.62,1099.63,390.25,73.75,378314642,당뿌리로,residential,0.0,0.035788,1.0,1.0,0.876199,0.871605,0.587228,0.5,69.583,75.263,200.0,150.0
418,126.98452186,37.39836123,226.38,168.4,219.68,1151.86,630.03,22.0,1212265720,,footway,0.0,0.035731,1.0,0.856172,0.860983,0.716498,0.90109,0.5,69.578,69.684,200.0,150.0
130,126.95676518,37.33063372,233.26,915.92,164.22,1488.64,258.94,9.75,491135708,덕영대로,tertiary,0.0,0.040941,0.715733,0.918516,0.762858,0.956547,0.975369,0.5,69.571,69.92,200.0,150.0
583,126.99865906,37.39616858,466.81,326.23,294.38,1668.11,607.95,13.1,1194779206,,service,0.0,0.217613,0.981733,0.772204,0.710566,0.730779,0.955027,0.5,69.542,66.973,200.0,150.0
177,126.96231258,37.34417977,797.47,385.6,452.27,1417.68,731.82,19.87,580162067,,path,0.0,0.467757,0.954952,0.594708,0.783533,0.65065,0.913982,0.5,69.508,66.328,200.0,150.0
347,126.97898217,37.38256291,470.96,251.23,124.74,145.74,174.26,140.85,379044918,복지로,tertiary,0.0,0.220756,1.0,0.962899,1.0,1.0,0.180343,0.5,69.486,81.87,200.0,150.0
463,126.99053659,37.34430469,702.87,894.94,67.08,2186.82,681.46,5.76,480983897,왕림길,residential,0.0,0.39619,0.725196,1.0,0.559435,0.683231,0.999544,0.5,69.48,63.832,200.0,150.0
166,126.96248921,37.31939258,302.74,452.64,418.49,896.1,341.06,26.67,670358699,,service,0.0,0.093501,0.924711,0.632682,0.9355,0.903423,0.872753,0.5,69.465,71.973,200.0,150.0
169,126.96244106,37.32615273,431.77,541.21,250.8,1284.99,317.1,51.3,1186451174,,path,0.0,0.191109,0.884758,0.821195,0.822193,0.918927,0.723387,0.5,69.451,72.633,200.0,150.0
261,126.9706057,37.36900508,514.95,272.08,383.15,1220.7,368.61,56.33,1303082468,,service,0.0,0.254036,1.0,0.672405,0.840926,0.885602,0.692895,0.5,69.227,72.426,200.0,150.0
68,126.94839837,37.31707427,208.47,191.81,127.62,379.08,376.97,90.96,496583280,철도박물관로,tertiary,0.0,0.022185,1.0,0.959666,1.0,0.880194,0.48289,0.5,69.213,77.497,200.0,150.0
515,126.99307105,37.38713102,388.72,479.45,305.97,917.0,263.21,66.53,1460166815,,unclassified,0.0,0.158542,0.912617,0.759171,0.92941,0.953785,0.631026,0.5,69.208,74.993,200.0,150.0
