grid_id,centroid_lon,centroid_lat,dist_cctv_m,dist_bus_m,dist_accident_m,dist_fatal_m,dist_school_m,score_gap_0_1,score_bus_0_1,score_accident_0_1,score_fatal_0_1,score_school_0_1,vulnerability_0_1,total_score_0_100,priority_rank,candidate_flag,score_class
931,126.9356222,37.32016887,1390.52,75.0,1532.16,1296.53,1362.38,0.971925,1.0,0.744873,0.250348,0.488213,0.596209,80.285,28,False,Very High
936,126.93568177,37.32150788,1437.89,210.42,1561.2,1289.6,1415.14,1.0,0.852369,0.736246,0.255052,0.463239,0.560511,80.223,29,False,Very High
724,126.9346166,37.31881199,1439.67,103.48,1600.55,1403.15,1405.39,1.0,0.979246,0.724555,0.177974,0.467854,0.560179,80.208,30,False,Very High
730,126.93460969,37.3204291,1484.77,90.86,1625.7,1384.5,1456.57,1.0,0.994218,0.717086,0.190632,0.44363,0.559885,80.195,31,False,Very High
731,126.93471329,37.32058824,1481.53,104.32,1620.17,1374.67,1454.04,1.0,0.978241,0.718728,0.197302,0.444825,0.559422,80.174,32,False,Very High
1011,126.93595067,37.32152251,1416.72,219.64,1538.76,1265.88,1394.42,0.993003,0.84143,0.742911,0.271156,0.473048,0.567116,80.135,33,False,Very High
790,126.93495517,37.31881361,1410.26,96.73,1570.67,1373.56,1376.2,0.987803,0.987245,0.733433,0.198056,0.481669,0.573229,80.124,34,False,Very High
1012,126.93594865,37.32179291,1429.3,247.7,1547.62,1267.87,1408.06,1.0,0.80814,0.740281,0.269805,0.466592,0.557972,80.109,35,False,Very High
8770,126.95879017,37.34731854,1198.11,85.9,1225.33,1029.66,88.59,0.817109,1.0,0.836026,0.431514,1.0,0.780262,80.053,36,True,Very High
859,126.93528969,37.31935603,1394.34,42.83,1547.42,1335.0,1362.64,0.974999,1.0,0.740341,0.224237,0.488088,0.586991,80.04,37,False,Very High
8771,126.95882873,37.34754744,1201.56,109.66,1202.32,1030.43,100.41,0.819886,0.971908,0.842862,0.430992,1.0,0.776538,80.038,38,True,Very High
1010,126.93595269,37.3212521,1404.67,192.17,1530.45,1264.6,1381.3,0.98331,0.874023,0.745382,0.272025,0.479258,0.575878,79.997,39,False,Very High
8432,126.95820716,37.34649663,1213.64,19.59,1329.89,1071.45,139.04,0.829605,1.0,0.804963,0.403144,1.0,0.762432,79.938,40,True,Very High
930,126.93562422,37.31989846,1381.51,57.54,1526.76,1298.75,1352.28,0.964671,1.0,0.746478,0.248842,0.492994,0.597195,79.931,41,False,Very High
723,126.93461862,37.31854159,1434.1,131.89,1598.2,1408.4,1398.82,1.0,0.945541,0.725254,0.174411,0.470964,0.5532,79.894,42,False,Very High
661,126.93427397,37.31935118,1481.77,76.71,1636.7,1424.3,1449.25,1.0,1.0,0.713816,0.163612,0.44709,0.552647,79.869,43,False,Very High
1009,126.93595472,37.3209817,1393.17,165.57,1522.68,1264.03,1368.71,0.974053,0.905573,0.747691,0.272411,0.485218,0.584189,79.861,44,False,Very High
662,126.93427194,37.31962159,1488.97,67.81,1640.64,1421.01,1457.45,1.0,1.0,0.712645,0.165845,0.443211,0.552189,79.849,45,False,Very High
937,126.93571846,37.32178248,1447.33,240.67,1566.76,1288.13,1425.7,1.0,0.816479,0.734595,0.256051,0.458241,0.552138,79.846,46,False,Very High
663,126.93426992,37.31989199,1496.73,71.49,1645.13,1418.35,1466.21,1.0,1.0,0.711313,0.167653,0.439063,0.551502,79.818,47,False,Very High
8600,126.95845535,37.34677618,1203.21,20.66,1291.91,1051.86,109.49,0.821215,1.0,0.816248,0.416447,1.0,0.769809,79.808,48,True,Very High
660,126.934276,37.31908078,1475.14,94.71,1633.3,1428.21,1441.64,1.0,0.989641,0.714827,0.160956,0.450696,0.550802,79.786,49,False,Very High
664,126.93426789,37.3201624,1505.06,86.17,1650.14,1416.32,1475.53,1.0,0.999783,0.709823,0.169032,0.434651,0.550543,79.774,50,False,Very High
858,126.93529172,37.31908563,1387.3,70.15,1543.82,1339.17,1354.54,0.969332,1.0,0.74141,0.221404,0.491924,0.587229,79.739,51,False,Very High
1008,126.93595674,37.32071129,1382.22,140.36,1515.46,1264.17,1356.66,0.965242,0.935485,0.749835,0.272315,0.490918,0.591926,79.725,52,False,Very High
1013,126.93594663,37.32206332,1442.39,276.17,1557.0,1270.57,1422.2,1.0,0.774366,0.737493,0.267976,0.459899,0.548494,79.682,53,False,Very High
1089,126.9362832,37.32233533,1429.43,314.38,1538.71,1244.2,1410.84,1.0,0.729036,0.742928,0.285874,0.465272,0.547502,79.638,54,False,Very High
1088,126.93628522,37.32206493,1415.58,286.56,1528.62,1240.72,1395.94,0.992085,0.762032,0.745924,0.288234,0.472325,0.557119,79.635,55,False,Very High
929,126.93562624,37.31962806,1373.09,52.89,1521.93,1301.66,1342.77,0.957898,1.0,0.747913,0.246868,0.497494,0.597933,79.591,56,False,Very High
665,126.9342834,37.32038516,1510.88,102.36,1653.18,1413.6,1482.19,1.0,0.980568,0.708922,0.170878,0.431502,0.546354,79.586,57,False,Very High
1007,126.93595876,37.32044088,1371.84,117.42,1508.8,1265.03,1345.18,0.956889,0.9627,0.751812,0.271735,0.496352,0.598875,79.578,58,False,Very High
722,126.93462065,37.31827118,1429.14,160.87,1596.41,1414.26,1392.87,1.0,0.911149,0.725787,0.170428,0.473782,0.545851,79.563,59,False,Very High
789,126.93495719,37.3185432,1404.58,126.67,1568.27,1378.93,1369.5,0.983232,0.951735,0.734145,0.194416,0.484844,0.565884,79.543,60,False,Very High
659,126.93427802,37.31881037,1469.1,117.72,1630.44,1432.74,1434.61,1.0,0.962351,0.715677,0.157881,0.454024,0.545342,79.54,61,False,Very High
8431,126.95818091,37.34622819,1206.72,42.08,1356.17,1072.41,154.22,0.824037,1.0,0.797157,0.402493,1.0,0.759895,79.517,62,True,Very High
8769,126.95879211,37.34704813,1186.32,62.9,1250.37,1025.4,78.92,0.807624,1.0,0.828588,0.434408,1.0,0.778899,79.47,63,True,Very High
1087,126.93628724,37.32179452,1402.24,259.24,1519.07,1237.97,1381.54,0.981352,0.794449,0.748763,0.290107,0.479145,0.56638,79.461,64,False,Very High
938,126.93574032,37.32204955,1458.17,269.89,1573.88,1288.62,1437.6,1.0,0.781815,0.732479,0.25572,0.452608,0.543344,79.45,65,False,Very High
1006,126.93596078,37.32017048,1362.04,98.36,1502.72,1266.59,1334.28,0.949005,0.985317,0.75362,0.270673,0.501515,0.604654,79.405,66,False,Very High
857,126.93529374,37.31881522,1380.87,99.03,1540.79,1344.0,1347.06,0.964161,0.984518,0.742309,0.218125,0.495467,0.584127,79.315,67,False,Very High
1086,126.93628926,37.32152412,1389.42,232.58,1510.04,1235.93,1367.63,0.971037,0.826082,0.751443,0.29149,0.485726,0.575242,79.293,68,False,Very High
8599,126.9584573,37.34650577,1192.98,24.57,1317.04,1049.4,118.19,0.812986,1.0,0.808781,0.418114,1.0,0.768068,79.277,69,True,Very High
928,126.93562827,37.31935765,1365.28,63.91,1517.67,1305.25,1333.87,0.951612,1.0,0.749177,0.244431,0.501706,0.598423,79.268,70,False,Very High
658,126.93428005,37.31853997,1463.65,143.33,1628.13,1437.89,1428.17,1.0,0.931962,0.716363,0.154391,0.457069,0.539032,79.256,71,False,Very High
1014,126.93594461,37.32233372,1455.98,304.93,1566.9,1273.96,1436.82,1.0,0.740243,0.734552,0.265671,0.452975,0.53871,79.242,72,False,Very High
1165,126.93661977,37.32260735,1417.62,353.55,1521.38,1218.74,1400.69,0.993724,0.682563,0.748077,0.303155,0.47008,0.545898,79.22,73,False,Very High
598,126.93393337,37.31961997,1518.04,97.71,1670.35,1450.87,1486.25,1.0,0.986085,0.703819,0.145578,0.429578,0.537952,79.208,74,False,Very High
721,126.93462267,37.31800078,1424.8,190.18,1595.17,1420.74,1387.54,0.999506,0.876385,0.726153,0.166032,0.476305,0.538193,79.192,76,False,Very High
1166,126.93662923,37.32283714,1429.55,377.39,1530.03,1221.98,1413.52,1.0,0.654278,0.745505,0.300958,0.464005,0.537595,79.192,75,False,Very High
1090,126.93628118,37.32260574,1443.76,342.56,1549.31,1248.39,1426.22,1.0,0.695601,0.73978,0.28303,0.457994,0.537562,79.19,77,False,Very High
1005,126.9359628,37.31990007,1352.83,85.8,1497.21,1268.86,1323.96,0.941598,1.0,0.755257,0.269131,0.506397,0.608596,79.175,78,False,Very High
597,126.9339354,37.31934956,1510.97,104.09,1666.48,1454.09,1478.21,1.0,0.978521,0.70497,0.143391,0.433382,0.536889,79.16,79,False,Very High
599,126.93393134,37.31989037,1525.66,100.31,1674.75,1448.26,1494.84,1.0,0.983009,0.702511,0.147348,0.42551,0.536662,79.15,80,False,Very High
1085,126.93629128,37.32125371,1377.13,206.83,1501.57,1234.62,1354.25,0.961151,0.856629,0.753962,0.29238,0.49206,0.58364,79.127,81,False,Very High
8430,126.95815311,37.3459582,1200.59,69.5,1382.81,1074.34,173.48,0.819104,1.0,0.789243,0.401186,1.0,0.757129,79.122,82,True,Very High
596,126.93393742,37.31907916,1504.48,117.99,1663.14,1457.92,1470.75,1.0,0.962031,0.705963,0.140789,0.436916,0.533815,79.022,83,False,Very High
1164,126.93662179,37.32233695,1403.01,326.32,1510.58,1214.45,1385.03,0.981974,0.71487,0.751284,0.306068,0.477492,0.555678,79.014,84,False,Very High
600,126.93393203,37.32015866,1533.53,110.92,1679.41,1446.04,1503.69,1.0,0.970419,0.701129,0.148853,0.421325,0.533343,79.0,85,False,Very High
8940,126.95912693,37.34759049,1175.53,127.71,1183.74,1005.31,86.54,0.798948,0.950499,0.848382,0.448047,1.0,0.779028,78.998,86,True,Very High
939,126.93574416,37.32233474,1471.86,300.83,1583.7,1291.61,1452.38,1.0,0.745113,0.729562,0.25369,0.44561,0.53312,78.99,87,False,Very High
601,126.93399142,37.32033875,1534.11,117.52,1677.68,1439.68,1504.98,1.0,0.962591,0.701643,0.15317,0.420714,0.533105,78.99,88,False,Very High
788,126.93495922,37.3182728,1399.51,156.62,1566.44,1384.92,1363.41,0.97916,0.916194,0.734688,0.190348,0.487723,0.558294,78.977,89,False,Very High
8939,126.95912887,37.34732009,1170.72,105.29,1208.89,1000.04,63.79,0.795075,0.977093,0.84091,0.451622,1.0,0.783178,78.972,90,True,Very High
1084,126.9362933,37.32098331,1365.39,182.39,1493.65,1234.03,1341.41,0.951707,0.885627,0.756315,0.292776,0.498139,0.591481,78.961,91,False,Very High
927,126.93563029,37.31908724,1358.08,84.68,1514.0,1309.52,1325.59,0.945825,1.0,0.750267,0.241533,0.505626,0.598665,78.96,92,False,Very High
657,126.93428208,37.31826956,1458.79,170.38,1626.37,1443.63,1422.34,1.0,0.899868,0.716886,0.150489,0.459829,0.532152,78.947,93,False,Very High
8768,126.95879405,37.34677773,1175.18,48.31,1275.62,1022.0,80.05,0.79866,1.0,0.821087,0.436716,1.0,0.777341,78.907,94,True,Very High
1091,126.93628386,37.32281238,1454.71,364.4,1557.4,1251.7,1437.96,1.0,0.669684,0.737376,0.280785,0.452436,0.529872,78.844,95,False,Very High
1004,126.93596482,37.31962967,1344.23,82.75,1492.28,1271.84,1314.25,0.93468,1.0,0.756721,0.267111,0.510994,0.609348,78.828,96,False,Very High
595,126.93393945,37.31880875,1498.55,137.14,1660.33,1462.36,1463.86,1.0,0.939308,0.706797,0.137777,0.440178,0.529269,78.817,97,False,Very High
1163,126.9366238,37.32206654,1388.9,299.61,1500.31,1210.89,1369.85,0.970622,0.746549,0.754336,0.308486,0.484678,0.565092,78.813,98,False,Very High
1015,126.93594259,37.32260413,1470.05,333.91,1577.31,1278.05,1451.92,1.0,0.705861,0.73146,0.262894,0.445827,0.528644,78.789,99,False,Very High
1083,126.93629532,37.3207129,1354.22,159.85,1486.29,1234.18,1329.12,0.942716,0.912367,0.758501,0.292677,0.503956,0.598618,78.787,100,False,Very High
8598,126.95845924,37.34623537,1183.43,50.8,1342.38,1047.8,133.22,0.805297,1.0,0.801254,0.419202,1.0,0.766137,78.767,101,True,Very High
856,126.93529576,37.31854482,1375.07,128.43,1538.35,1349.48,1340.2,0.959493,0.949642,0.743035,0.214405,0.498711,0.576903,78.733,102,False,Very High
720,126.9346247,37.31773037,1421.08,219.67,1594.51,1427.82,1382.84,0.996512,0.841398,0.726351,0.161227,0.478529,0.530259,78.67,103,False,Very High
1243,126.93695513,37.32285339,1405.6,390.75,1504.03,1193.85,1390.25,0.984054,0.638423,0.753231,0.320056,0.475018,0.544674,78.633,104,False,Very High
656,126.9342841,37.31799916,1454.54,198.29,1625.16,1449.98,1417.12,1.0,0.866765,0.717245,0.146182,0.4623,0.524841,78.618,105,False,Very High
1162,126.93662582,37.32179614,1375.3,273.6,1490.57,1208.06,1355.16,0.959681,0.777416,0.757229,0.310406,0.49163,0.5741,78.617,106,False,Very High
1082,126.93629734,37.3204425,1343.62,140.14,1479.5,1235.05,1317.4,0.934189,0.935753,0.760517,0.292084,0.509505,0.604832,78.598,107,False,Very High
8938,126.95913081,37.34704968,1158.65,87.54,1234.26,995.65,49.48,0.785365,0.998153,0.833373,0.454602,1.0,0.786023,78.566,109,True,Very High
594,126.93394148,37.31853835,1493.21,159.67,1658.06,1467.4,1457.55,1.0,0.91258,0.707471,0.134357,0.443163,0.523697,78.566,108,False,Very High
940,126.93573942,37.32260497,1485.99,330.12,1594.22,1295.89,1467.53,1.0,0.710356,0.726436,0.250787,0.438441,0.522926,78.532,110,False,Very High
1016,126.93595328,37.32279714,1479.45,354.94,1584.04,1280.33,1462.06,1.0,0.680906,0.729459,0.261346,0.441028,0.521628,78.473,111,False,Very High
1003,126.93596684,37.31935926,1336.25,90.19,1487.94,1275.51,1305.16,0.928259,0.995008,0.75801,0.264617,0.515299,0.608849,78.452,112,False,Very High
536,126.93367804,37.32009667,1553.32,128.54,1700.48,1468.94,1523.04,1.0,0.949509,0.694869,0.133308,0.412165,0.520788,78.435,113,False,Very High
787,126.93496124,37.31800239,1395.08,186.59,1565.19,1391.53,1357.97,0.975592,0.880636,0.735061,0.185859,0.490301,0.550463,78.428,114,False,Very High
1161,126.93662784,37.32152573,1362.23,248.48,1481.38,1205.98,1340.98,0.949161,0.807216,0.759961,0.311823,0.49834,0.582646,78.423,115,False,Very High
1242,126.93695836,37.32260896,1391.63,366.67,1493.53,1189.12,1375.33,0.972813,0.666996,0.756351,0.323268,0.482081,0.553701,78.421,116,False,Very High
926,126.93563231,37.31881684,1351.52,109.81,1510.92,1314.46,1317.94,0.940542,0.971736,0.751183,0.23818,0.509246,0.593006,78.415,117,False,Very High
1081,126.93629936,37.32017209,1333.62,124.6,1473.29,1236.66,1306.26,0.926138,0.954188,0.762361,0.290996,0.514776,0.6098,78.379,118,False,Very High
534,126.93359479,37.31961835,1547.14,127.66,1700.07,1480.73,1515.1,1.0,0.950552,0.69499,0.125307,0.415923,0.519384,78.372,119,False,Very High
8767,126.95879599,37.34650732,1164.7,50.1,1301.07,1019.47,91.59,0.790233,1.0,0.813526,0.438431,1.0,0.775587,78.364,120,True,Very High
8429,126.95812731,37.34569127,1189.04,98.16,1409.2,1076.91,195.12,0.809818,0.985555,0.781402,0.399437,1.0,0.751363,78.351,121,True,Very High
533,126.93359682,37.31934794,1540.21,132.61,1696.26,1483.89,1507.22,1.0,0.944687,0.696121,0.123164,0.419654,0.518654,78.339,122,False,Very High
535,126.93359856,37.31988428,1554.0,129.07,1703.82,1477.7,1522.89,1.0,0.948888,0.693878,0.127362,0.412232,0.518596,78.337,123,False,Very High
593,126.93394351,37.31826794,1488.45,184.34,1656.33,1473.03,1451.84,1.0,0.883312,0.707984,0.130533,0.445867,0.517391,78.283,124,False,Very High
8597,126.95846118,37.34596496,1174.56,79.74,1367.9,1047.05,152.73,0.798163,1.0,0.793671,0.419707,1.0,0.764013,78.28,125,True,Very High
655,126.93428613,37.31772875,1450.89,226.72,1624.5,1456.91,1412.52,1.0,0.833026,0.717439,0.141474,0.464478,0.517175,78.273,126,False,Very High
8941,126.95918013,37.34780318,1161.6,149.81,1161.43,1005.31,104.87,0.787733,0.924277,0.855009,0.448042,1.0,0.775771,78.235,127,True,Very High
941,126.93573746,37.3227776,1495.18,348.91,1601.11,1298.88,1477.36,1.0,0.68806,0.724389,0.248755,0.433788,0.516313,78.234,128,False,Very High
532,126.93359885,37.31907754,1533.84,143.77,1692.98,1487.64,1499.89,1.0,0.931438,0.697096,0.120614,0.42312,0.516225,78.23,129,False,Very High
1160,126.93662986,37.32125533,1349.7,224.56,1472.73,1204.63,1327.34,0.939077,0.83559,0.762528,0.312735,0.504801,0.590657,78.229,130,False,Very High
1241,126.93696037,37.32233856,1376.75,340.49,1482.53,1184.72,1359.38,0.960841,0.698056,0.759618,0.326254,0.489631,0.563299,78.195,131,False,Very High
855,126.93529778,37.31827441,1369.9,158.05,1536.48,1355.6,1333.99,0.955333,0.914497,0.743588,0.210249,0.501653,0.569381,78.165,132,False,Very High
719,126.93462672,37.31745997,1417.98,249.28,1594.4,1435.49,1378.77,0.994021,0.806266,0.726382,0.156021,0.480453,0.522064,78.164,133,False,Very High
1080,126.93630138,37.31990169,1324.21,114.94,1467.67,1238.98,1295.72,0.918572,0.965646,0.764031,0.289416,0.519765,0.613116,78.112,134,False,Very High
531,126.93360088,37.31880713,1528.03,159.87,1690.22,1491.99,1493.14,1.0,0.912345,0.697916,0.117662,0.426318,0.512406,78.058,135,False,Very High
1159,126.93663188,37.32098492,1337.72,202.27,1464.66,1204.03,1314.23,0.929439,0.862033,0.764928,0.313141,0.511005,0.598028,78.03,136,False,Very High
8937,126.95913275,37.34677928,1147.24,77.72,1259.83,992.15,51.26,0.776186,1.0,0.825776,0.456978,1.0,0.784826,78.007,137,True,Very High
592,126.93394554,37.31799754,1484.28,210.4,1655.15,1479.25,1446.73,1.0,0.852395,0.708336,0.126312,0.448287,0.510531,77.974,138,False,Very High
1240,126.93696239,37.32206815,1362.37,314.99,1472.06,1181.07,1343.91,0.94927,0.728307,0.762727,0.328733,0.496954,0.57249,77.972,139,False,Very High
1002,126.93596886,37.31908886,1328.9,105.93,1484.2,1279.88,1296.69,0.922345,0.976337,0.759122,0.261652,0.519305,0.60536,77.97,140,False,Very High
654,126.93428816,37.31745835,1447.86,255.52,1624.4,1464.43,1408.54,1.0,0.798863,0.717469,0.136371,0.466361,0.509197,77.914,141,False,Very High
9110,126.95946563,37.34759204,1148.25,147.7,1167.49,975.87,74.22,0.776996,0.926777,0.853211,0.46803,1.0,0.781728,77.913,142,True,Very High
786,126.93496326,37.31773199,1391.28,216.57,1564.51,1398.76,1353.17,0.972534,0.845069,0.735263,0.180954,0.492574,0.542394,77.897,143,False,Very High
925,126.93563433,37.31854643,1345.59,136.91,1508.43,1320.06,1310.94,0.935771,0.939582,0.751924,0.234377,0.512563,0.586319,77.852,144,False,Very High
9109,126.95946757,37.34732164,1143.47,128.81,1192.98,970.44,45.7,0.773146,0.949186,0.845637,0.471713,1.0,0.785042,77.85,145,True,Very High
8766,126.95879793,37.34623692,1154.91,66.99,1326.71,1017.82,110.31,0.782356,1.0,0.805908,0.439551,1.0,0.773638,77.843,146,True,Very High
530,126.93360291,37.31853673,1522.79,179.57,1687.99,1496.93,1486.96,1.0,0.888974,0.698578,0.114309,0.429244,0.50751,77.838,147,False,Very High
1320,126.93729369,37.32284959,1379.72,404.36,1476.23,1164.25,1365.03,0.963233,0.622279,0.76149,0.340147,0.486957,0.552339,77.833,148,False,Very High
1158,126.9366339,37.32071452,1326.31,182.21,1457.15,1204.18,1301.68,0.92026,0.885834,0.767157,0.31304,0.516944,0.604615,77.822,149,False,Very High
1079,126.9363034,37.31963128,1315.43,112.68,1462.65,1242.03,1285.8,0.911504,0.968322,0.765524,0.287348,0.524463,0.614418,77.782,150,False,Very High
1239,126.93696441,37.32179775,1348.5,290.35,1462.13,1178.17,1328.94,0.938113,0.757536,0.765677,0.330701,0.504042,0.581229,77.752,151,False,Very High
472,126.93335162,37.31981587,1573.31,149.73,1724.38,1500.14,1541.78,1.0,0.924373,0.687769,0.112131,0.403295,0.505503,77.748,152,False,Very High
1422,126.93808081,37.3082823,1423.26,101.27,1653.89,1681.18,1363.72,0.998264,0.981864,0.70871,0.0,0.487579,0.506502,77.697,153,False,Very High
718,126.93462875,37.31718956,1415.52,278.97,1594.87,1443.74,1375.35,0.992036,0.771036,0.726244,0.150419,0.482072,0.51362,77.675,154,False,Very High
1499,126.93842135,37.30801351,1419.18,90.16,1649.62,1671.95,1359.53,0.994979,0.995041,0.709977,0.0,0.489561,0.509914,77.67,155,False,Very High
591,126.93394756,37.31772713,1480.71,237.39,1654.5,1486.05,1442.22,1.0,0.820372,0.708527,0.121696,0.45042,0.503226,77.645,156,False,Very High
854,126.93529981,37.31800401,1365.37,187.8,1535.21,1362.36,1328.42,0.951688,0.87921,0.743968,0.205663,0.504288,0.561589,77.614,157,False,Very High
1319,126.93729695,37.32261057,1365.8,381.7,1465.76,1159.51,1350.17,0.952034,0.649162,0.764599,0.343368,0.493992,0.561021,77.608,158,False,Very High
8596,126.95846312,37.34569456,1166.4,106.28,1393.61,1047.17,175.24,0.791595,0.97592,0.786035,0.419629,1.0,0.756883,77.597,159,True,Very High
1157,126.93663592,37.32044411,1315.49,165.19,1450.23,1205.08,1289.71,0.911553,0.906028,0.769214,0.312431,0.52261,0.610221,77.595,160,False,Very High
529,126.93360494,37.31826632,1518.12,201.82,1686.3,1502.45,1481.36,1.0,0.862574,0.699082,0.110561,0.431895,0.501787,77.58,161,False,Very High
471,126.93326606,37.3196092,1575.24,156.8,1728.83,1509.81,1542.93,1.0,0.915981,0.686447,0.105565,0.402749,0.50135,77.561,162,False,Very High
1498,126.93842336,37.3077431,1438.77,112.64,1669.05,1688.53,1379.1,1.0,0.968372,0.704206,0.0,0.4803,0.500996,77.545,163,False,Very High
653,126.93429018,37.31718794,1445.44,284.56,1624.86,1472.52,1405.2,1.0,0.764404,0.717335,0.130879,0.467945,0.500934,77.542,164,False,Very High
1238,126.93696643,37.32152734,1335.16,266.82,1452.76,1176.03,1314.48,0.927383,0.785458,0.768462,0.332154,0.510886,0.589454,77.531,165,False,Very High
470,126.93325825,37.31934632,1569.48,161.66,1726.06,1513.69,1536.25,1.0,0.910216,0.68727,0.102931,0.405908,0.500285,77.513,166,False,Very High
1576,126.93876188,37.30774471,1416.35,98.0,1646.44,1663.74,1356.66,0.992708,0.985748,0.710923,0.001068,0.49092,0.508931,77.501,167,False,Very High
1421,126.93808283,37.3080119,1442.18,114.08,1672.73,1697.15,1382.57,1.0,0.966666,0.703113,0.0,0.478654,0.499998,77.5,168,False,Very High
1345,126.93774028,37.3085511,1428.59,126.42,1659.23,1691.43,1369.21,1.0,0.952028,0.707124,0.0,0.484981,0.499539,77.479,169,False,Very High
8936,126.95913469,37.34650887,1136.51,78.85,1285.6,989.55,67.88,0.767551,1.0,0.818122,0.458746,1.0,0.78306,77.453,170,True,Very High
1001,126.93597088,37.31881845,1322.19,126.92,1481.05,1284.94,1288.87,0.916945,0.951438,0.760056,0.258222,0.523007,0.600372,77.449,171,False,Very High
469,126.93326028,37.31907592,1563.23,170.94,1722.83,1517.37,1529.07,1.0,0.899207,0.688229,0.100432,0.409309,0.498301,77.424,172,False,Very High
